episode,reward,entropy
707,-286.5375784982133,1.5629431009292603
708,-299.90735941302836,1.5601880550384521
709,-320.33492237555987,1.5595647096633911
710,-772.8718240267812,1.5646904706954956
711,-272.1057038178247,1.5636166334152222
712,-1049.549132544905,1.5696519613265991
713,-278.2420979280443,1.5628515481948853
714,-288.89329080143557,1.5657422542572021
715,-295.3223313777434,1.5611399412155151
716,-396.8325480171007,1.563474416732788
717,-288.1263786879611,1.5608195066452026
718,-306.98281794884923,1.5576767921447754
719,-482.6403420162087,1.5650004148483276
720,-264.9162961647207,1.561728835105896
721,-287.5665387916288,1.5584391355514526
722,-292.7425674495788,1.5584925413131714
723,-262.6543381359429,1.5603264570236206
724,-424.3351160083032,1.5652024745941162
725,-378.64638747148484,1.5614039897918701
726,-373.95122598896705,1.56113600730896
727,-279.4985742802691,1.5580838918685913
728,-440.404608809574,1.5603125095367432
729,-305.58058552224577,1.555512547492981
730,-543.7208666685401,1.5596319437026978
731,-302.2458713619438,1.5553500652313232
732,-258.44274785276883,1.5596973896026611
733,-255.9856496241767,1.5605615377426147
734,-267.3717265650621,1.558309555053711
735,-449.7454712144414,1.5607141256332397
736,-482.1100016511288,1.560551404953003
737,-296.7522165116213,1.55548095703125
738,-285.6530662885421,1.5557512044906616
739,-315.4195132560221,1.56163489818573
740,-310.2507492360833,1.5537021160125732
741,-248.04315958405903,1.5595970153808594
742,-246.66504911042702,1.560648798942566
743,-260.5573216663662,1.559704065322876
744,-292.24215392687813,1.5557938814163208
745,-277.80552945163566,1.5569616556167603
746,-423.8970248087637,1.5581958293914795
747,-261.2371811734419,1.5610448122024536
748,-937.8409211249804,1.5649237632751465
749,-440.0804658358875,1.566725492477417
750,-271.761381523896,1.5605902671813965
751,-1470.0458321265478,1.5707372426986694
752,-295.37278386647836,1.5580155849456787
753,-302.00906205813527,1.5567758083343506
754,-661.4562137471114,1.569150447845459
755,-271.7717730037258,1.560655117034912
756,-1283.6977471165535,1.5713081359863281
757,-292.1355775705402,1.559458613395691
758,-519.561587271801,1.5645745992660522
759,-327.7476782613877,1.5625914335250854
760,-305.8267498681235,1.5591524839401245
761,-299.7788881146186,1.5590667724609375
762,-310.2466037561976,1.5578196048736572
763,-292.51894596770046,1.5614980459213257
764,-264.1558028567354,1.564241647720337
765,-284.83886265962855,1.5637835264205933
766,-483.0198423555214,1.5662329196929932
767,-289.9806503870274,1.5629196166992188
768,-279.93520742523174,1.5638264417648315
769,-324.5713976497264,1.5642534494400024
770,-280.3803207231819,1.564093828201294
771,-322.39717862669914,1.5625885725021362
772,-277.3255821162838,1.563765048980713
773,-285.5889298875162,1.5628236532211304
774,-294.89496364925463,1.5607986450195312
775,-275.6309696105427,1.5652382373809814
776,-310.55957735507377,1.5593602657318115
777,-311.81787704524277,1.5591557025909424
778,-311.3652540185773,1.5581446886062622
779,-292.88994110191277,1.5602461099624634
780,-374.1593362156801,1.565767526626587
781,-419.7075812641928,1.567047119140625
782,-297.05001146833814,1.5587882995605469
783,-513.158545849981,1.5614547729492188
784,-259.6805725588655,1.562735915184021
785,-300.9430632848627,1.558105230331421
786,-305.0250127658538,1.5569826364517212
787,-270.3539297653779,1.5599725246429443
788,-296.7683294282615,1.5574989318847656
789,-282.67362314258173,1.5585614442825317
790,-290.7953822678108,1.5578593015670776
791,-294.64015990122226,1.5576093196868896
792,-652.6760362625465,1.5602614879608154
793,-776.2603724136129,1.56259286403656
794,-292.8604311610412,1.5575242042541504
795,-302.89674904489266,1.5577157735824585
796,-403.2573732420513,1.5658868551254272
797,-324.0606089431115,1.562269687652588
798,-280.66035698160715,1.5573580265045166
799,-281.18826159542886,1.5562152862548828
800,-347.490707127155,1.564016342163086
801,-585.3122665419357,1.560127854347229
802,-291.27837198610564,1.5525193214416504
803,-315.98619479933376,1.549086332321167
804,-323.2720105445409,1.547166347503662
805,-244.9469203735955,1.5555307865142822
806,-257.11030177484736,1.5527477264404297
807,-281.99867077275906,1.5499924421310425
808,-294.2469553631743,1.5467910766601562
809,-316.72538423041226,1.5519943237304688
810,-284.47813182607024,1.5453482866287231
811,-322.32300686774425,1.548929214477539
812,-286.89301878483377,1.5441104173660278
813,-293.5189795619997,1.5430426597595215
814,-297.02859099290276,1.5418219566345215
815,-295.3062391430862,1.5413628816604614
816,-306.58822440941134,1.5391889810562134
817,-299.610163916026,1.540342092514038
818,-293.2177409966715,1.5388240814208984
819,-263.06383415747194,1.5443121194839478
820,-313.1166396390411,1.5365488529205322
821,-303.8109779326238,1.537400722503662
822,-303.7110034961704,1.5364089012145996
823,-283.95903163964647,1.5391924381256104
824,-293.7494175423446,1.5372475385665894
825,-312.5964474182453,1.5438742637634277
826,-306.3091538308009,1.5335516929626465
827,-313.902920804319,1.53323495388031
828,-329.5827071925954,1.53870689868927
829,-291.3343987892952,1.534476399421692
830,-270.1337919399036,1.5398603677749634
831,-307.9196430187911,1.5337047576904297
832,-286.90755141151715,1.539962887763977
833,-305.78422400044076,1.536449670791626
834,-280.2528924291697,1.5385113954544067
835,-315.7581518622456,1.5331802368164062
836,-285.6906210685581,1.5367796421051025
837,-281.4821735750579,1.5415376424789429
838,-325.5276326275241,1.5403727293014526
839,-290.68617464392185,1.5374583005905151
840,-305.33773743231023,1.5363227128982544
841,-322.85015312676813,1.534618616104126
842,-294.88975754713664,1.5379637479782104
843,-273.15530888908916,1.540233850479126
844,-297.06101384040227,1.5371432304382324
845,-284.7079400334812,1.5379897356033325
846,-557.0092967473729,1.5432305335998535
847,-320.6038972178106,1.5341134071350098
848,-280.51119875100665,1.5391819477081299
849,-325.8202677317726,1.533005952835083
850,-287.602048112556,1.5377520322799683
851,-283.77868415627586,1.5381139516830444
852,-468.3034119764957,1.5372695922851562
853,-911.5118485416251,1.5409787893295288
854,-296.98851022698796,1.5366687774658203
855,-517.4303735095363,1.5384697914123535
856,-792.6870031299801,1.5482609272003174
857,-289.5816161216077,1.5398591756820679
858,-295.43393532254527,1.5415281057357788
859,-296.4658585937178,1.5417219400405884
860,-283.4821984026307,1.5447330474853516
861,-303.2501793055634,1.5474655628204346
862,-273.37163049914,1.547154188156128
863,-284.352683455889,1.545504093170166
864,-297.2018089401934,1.5453433990478516
865,-273.06326539250097,1.5478136539459229
866,-276.89783053086813,1.5498616695404053
867,-285.79054977938927,1.5509071350097656
868,-271.6776831778701,1.5526548624038696
869,-296.8481103367489,1.54954993724823
870,-308.54439382274387,1.5492961406707764
871,-240.3951455170147,1.5559080839157104
872,-307.4093629558669,1.55131196975708
873,-293.1112068662215,1.5498096942901611
874,-302.300715894142,1.5495669841766357
875,-274.5527955853061,1.5521411895751953
876,-558.1058424210458,1.5515393018722534
877,-295.5929862725029,1.55028235912323
878,-274.28437644268433,1.5504629611968994
879,-305.3877536379827,1.548038363456726
880,-304.79769137889997,1.546861171722412
881,-277.52208134863963,1.549731731414795
882,-310.88844604505186,1.5461921691894531
883,-307.9364694272194,1.5469721555709839
884,-309.8701855871885,1.5460245609283447
885,-310.5421067605495,1.5458403825759888
886,-275.1318801366249,1.549747347831726
887,-305.00958916571795,1.5482711791992188
888,-307.9438515507139,1.546093463897705
889,-305.529587085546,1.5477745532989502
890,-270.48802909482066,1.548980951309204
891,-462.9605028551451,1.551591157913208
892,-285.05521529901733,1.5492446422576904
893,-330.8776815084775,1.5519943237304688
894,-347.20029053336543,1.5484368801116943
895,-287.12080642692626,1.5476998090744019
896,-297.36408308855147,1.5462555885314941
897,-300.5014745227874,1.5456364154815674
898,-251.29442633234163,1.5498523712158203
899,-278.07657182342257,1.5458028316497803
900,-321.3988778575275,1.5432642698287964
901,-294.25300059264487,1.5462596416473389
902,-296.73458937582245,1.5450581312179565
903,-307.46684666843004,1.5428695678710938
904,-284.0552602922515,1.5452901124954224
905,-644.3006550562095,1.5495833158493042
906,-292.45010135460956,1.5419076681137085
907,-289.8514990570968,1.5434271097183228
908,-304.62911827535686,1.5419169664382935
909,-551.901794227102,1.5438270568847656
910,-299.6222518455827,1.540257215499878
911,-523.9877983599495,1.5442097187042236
912,-301.264023513756,1.5422114133834839
913,-310.25027606843867,1.539756178855896
914,-274.5002390320093,1.5435327291488647
915,-406.59536661425165,1.5436997413635254
916,-301.05520520075,1.5414412021636963
917,-286.5715799814679,1.5422762632369995
918,-275.9674909751412,1.5456175804138184
919,-303.61022569938444,1.5405176877975464
920,-304.5001307070344,1.5398750305175781
921,-616.3998988681277,1.543087124824524
922,-257.6313637409063,1.5429577827453613
923,-307.8349664409147,1.5394622087478638
924,-586.043119776671,1.5442309379577637
925,-297.4865860608362,1.5396654605865479
926,-295.91075993970395,1.537921667098999
927,-313.5266097435737,1.537251591682434
928,-291.9173980445011,1.5358521938323975
929,-312.97844097377885,1.5335335731506348
930,-306.9672611838622,1.5343742370605469
931,-300.8442088369378,1.5332127809524536
932,-308.14857254874886,1.5342600345611572
933,-494.1653851306527,1.5383957624435425
934,-321.4568810051331,1.5324177742004395
935,-320.73362922884127,1.5324804782867432
936,-272.6491896175641,1.534546136856079
937,-303.273989069042,1.5334473848342896
938,-372.2222656674266,1.5404841899871826
939,-259.95819222895716,1.5363940000534058
940,-254.01973833471357,1.5379083156585693
941,-307.09457675605125,1.5336034297943115
942,-275.97089202283723,1.5338819026947021
943,-299.3984736580875,1.5370935201644897
944,-300.1572419782196,1.5353106260299683
945,-287.0704915473541,1.5334055423736572
946,-293.0958166579187,1.5356385707855225
947,-257.6508276109503,1.5390347242355347
948,-286.9474818344014,1.5414777994155884
949,-311.11966603621016,1.5374315977096558
950,-291.24640386001073,1.531239628791809
951,-299.04834744268,1.53104567527771
952,-311.98455765869403,1.5289644002914429
953,-283.6618868838942,1.5281147956848145
954,-312.66922372978337,1.5268447399139404
955,-280.88798482701776,1.5306766033172607
956,-299.92771477636677,1.5286097526550293
957,-284.4238020427346,1.5296311378479004
958,-293.66144530229514,1.5301764011383057
959,-623.9508590764997,1.531533122062683
960,-313.01069476145665,1.5221641063690186
961,-332.72252721901754,1.5217751264572144
962,-286.24700673021187,1.5245038270950317
963,-286.60688481366526,1.5238076448440552
964,-293.89070175541497,1.524949312210083
965,-315.7557158074339,1.5234043598175049
966,-303.7105372676434,1.5265858173370361
967,-278.846486750485,1.5278427600860596
968,-299.0338977926147,1.5277619361877441
969,-297.94085275256936,1.5283491611480713
970,-317.5778284700629,1.527847170829773
971,-310.7016477011246,1.5311667919158936
972,-295.70020546769325,1.5305047035217285
973,-313.30004910091515,1.529633641242981
974,-288.5729960620621,1.5304169654846191
975,-322.36206250020166,1.5272305011749268
976,-616.9792977493887,1.5348076820373535
977,-268.5190404665088,1.5299309492111206
978,-298.3662409908123,1.5288573503494263
979,-314.7938099197245,1.5247496366500854
980,-302.9166118311964,1.5252892971038818
981,-297.0865930720787,1.5268803834915161
982,-281.24750501185076,1.5260790586471558
983,-302.0562816850466,1.5244524478912354
984,-415.988844716523,1.5285060405731201
985,-270.49585703752524,1.5306270122528076
986,-345.0988010479741,1.52993905544281
987,-300.4123856326608,1.5272483825683594
988,-303.3397803944588,1.5274189710617065
989,-259.7304226606971,1.529595136642456
990,-310.3552731051612,1.5271672010421753
991,-294.96619560756943,1.5266356468200684
992,-307.2376964215821,1.526839017868042
993,-289.6733411890008,1.526261806488037
994,-320.5202201152142,1.5226879119873047
995,-297.79937550110276,1.5248782634735107
996,-808.6946769051547,1.5297154188156128
997,-321.6497905516231,1.523454189300537
998,-294.53344369398627,1.526210069656372
999,-285.63157392733973,1.5245997905731201
1000,-296.02681835913125,1.5233010053634644
1001,-281.24712134339904,1.5228265523910522
1002,-279.18732696977725,1.5269815921783447
1003,-403.23261716035023,1.5272756814956665
1004,-319.8547836684891,1.5219076871871948
1005,-319.7385671157781,1.521591067314148
1006,-382.05109836330587,1.528317928314209
1007,-275.91556356133196,1.5247865915298462
1008,-306.496140009674,1.520062804222107
1009,-318.77264510983593,1.5191701650619507
1010,-292.18689475594954,1.5204658508300781
1011,-294.5964028576957,1.5203787088394165
1012,-320.54047499964105,1.517369031906128
1013,-339.99169834152593,1.5199739933013916
1014,-295.7503527964354,1.5203883647918701
1015,-317.64898071632314,1.5153095722198486
1016,-325.36701086202885,1.5166831016540527
1017,-306.6364509891256,1.5196549892425537
1018,-287.2736842531415,1.521584153175354
1019,-310.94738044504857,1.5178892612457275
1020,-295.9488538020083,1.519696593284607
1021,-292.16733925259064,1.5202120542526245
1022,-308.22207510917235,1.5172127485275269
1023,-320.9948170749446,1.5138118267059326
1024,-313.3002942049909,1.5130867958068848
1025,-289.02041010918254,1.5130043029785156
1026,-318.7963305557846,1.5077881813049316
1027,-300.5254527871846,1.5091291666030884
1028,-323.23316412874163,1.5039302110671997
1029,-314.20141269730505,1.5050444602966309
1030,-282.61185440919485,1.5032942295074463
1031,-295.77611968671243,1.4978511333465576
1032,-309.06534320093857,1.4943166971206665
1033,-321.8677844427345,1.4926602840423584
1034,-315.1915002735893,1.4919809103012085
1035,-320.3790087000198,1.4901608228683472
1036,-403.68718857565506,1.4972329139709473
1037,-271.6788076058423,1.4911880493164062
1038,-309.55883277507405,1.4896222352981567
1039,-290.0422601186507,1.490154504776001
1040,-309.6728787793845,1.4860731363296509
1041,-321.3249377048765,1.4849822521209717
1042,-327.82397742882165,1.4855660200119019
1043,-310.65297350838506,1.4891090393066406
1044,-320.4231671138531,1.4871455430984497
1045,-324.2803160173386,1.4872679710388184
1046,-301.1712492951044,1.4885236024856567
1047,-316.8810763699642,1.4891455173492432
1048,-281.07605328580564,1.495546817779541
1049,-278.62261348558366,1.4937856197357178
1050,-325.6079607247768,1.4911161661148071
1051,-271.8044480533143,1.4977284669876099
1052,-314.46162034198034,1.495072841644287
1053,-316.58385528959576,1.4956327676773071
1054,-308.035225436952,1.4991610050201416
1055,-301.3123273117642,1.50242280960083
1056,-309.13026455366736,1.499825119972229
1057,-291.9652772143612,1.5027062892913818
1058,-304.7011452972424,1.505041241645813
1059,-971.6285714724846,1.514464259147644
1060,-301.98660898971906,1.5065553188323975
1061,-313.7431194688847,1.5059889554977417
1062,-330.1372564575706,1.505515456199646
1063,-313.05646783910873,1.5072447061538696
1064,-286.54269800393814,1.5081992149353027
1065,-287.6238603325482,1.5100716352462769
1066,-317.79442111861636,1.508871078491211
1067,-324.05368175457085,1.5068632364273071
1068,-326.2742930105688,1.5058461427688599
1069,-236.25745304087707,1.5159791707992554
1070,-389.45137428150304,1.510699987411499
1071,-326.83716573864206,1.5013680458068848
1072,-258.54154950012213,1.5080103874206543
1073,-288.8578587267909,1.4994089603424072
1074,-292.4608746997648,1.4969068765640259
1075,-286.72906565595787,1.497304081916809
1076,-286.27046008984394,1.4978179931640625
1077,-303.84898754191187,1.4943913221359253
1078,-314.6239964195444,1.4904814958572388
1079,-307.83524987315866,1.4904106855392456
1080,-319.88182087712687,1.4882012605667114
1081,-306.70637528082807,1.4899730682373047
1082,-290.10176775809,1.4911015033721924
1083,-320.18657969491244,1.488358974456787
1084,-419.04920804034145,1.4898231029510498
1085,-276.26266671916574,1.4903514385223389
1086,-300.2587640025629,1.4856013059616089
1087,-289.6285818372489,1.4810090065002441
1088,-272.9101465633777,1.479784607887268
1089,-325.68470550814965,1.471224308013916
1090,-284.08240016609005,1.4745949506759644
1091,-312.7225662059444,1.4700456857681274
1092,-322.04475647595314,1.4667432308197021
1093,-293.1869689566727,1.4649670124053955
1094,-307.6797959944398,1.478637933731079
1095,-302.68482054744,1.4560682773590088
1096,-311.8971930620322,1.4537270069122314
1097,-305.5011627776997,1.4535937309265137
1098,-306.5233892869788,1.4492359161376953
1099,-315.6559799944625,1.4447910785675049
1100,-322.6722699816332,1.442401647567749
1101,-275.9861233705513,1.4495441913604736
1102,-313.8800667871765,1.4473254680633545
1103,-294.45101110102587,1.443062663078308
1104,-311.56247877859164,1.4427525997161865
1105,-304.1539801297553,1.4427974224090576
1106,-300.8574300114135,1.4477622509002686
1107,-321.48003029173424,1.4415433406829834
1108,-604.065233084679,1.4490300416946411
1109,-295.7835500067889,1.4491908550262451
1110,-306.87162018872976,1.4449999332427979
1111,-302.9374197283998,1.4473580121994019
1112,-319.608344601548,1.444503903388977
1113,-308.32427893635986,1.4480183124542236
1114,-311.37312341180655,1.4466650485992432
1115,-377.79971035651255,1.4534245729446411
1116,-326.73834720297765,1.446173906326294
1117,-295.6421757195142,1.453334927558899
1118,-310.1403519718722,1.4495962858200073
1119,-323.616288185468,1.4527614116668701
1120,-314.3749566879558,1.4513682126998901
1121,-299.45190442860604,1.4511373043060303
1122,-325.55941887732234,1.4496649503707886
1123,-300.3158657970733,1.448325514793396
1124,-439.29604978556887,1.4521715641021729
1125,-312.63158092339495,1.4535541534423828
1126,-304.12887573704177,1.4502558708190918
1127,-325.3898550961419,1.450150966644287
1128,-311.6648169377148,1.4489396810531616
1129,-319.6037110470779,1.451422929763794
1130,-294.3448654199413,1.4498546123504639
1131,-318.914756099095,1.4488656520843506
1132,-287.94055970437904,1.4511395692825317
1133,-314.0700978633573,1.4468947649002075
1134,-314.7380493548324,1.4506961107254028
1135,-310.8812298482716,1.4458160400390625
1136,-292.41241658773384,1.4460804462432861
1137,-284.9872419617219,1.4444339275360107
1138,-299.0718809922482,1.4383392333984375
1139,-299.34148354097863,1.439990758895874
1140,-289.2253531384264,1.4387249946594238
1141,-310.2499761337144,1.436339020729065
1142,-325.49209860212386,1.4358811378479004
1143,-320.38400558467276,1.4353991746902466
1144,-329.00592327679203,1.434988021850586
1145,-301.4407018706503,1.4372572898864746
1146,-328.8766759028796,1.4320024251937866
1147,-326.50891318963517,1.431748867034912
1148,-314.319922424503,1.4267617464065552
1149,-322.94327297785804,1.4273250102996826
1150,-302.34451121424013,1.4259135723114014
1151,-328.00238288417546,1.436781644821167
1152,-300.11788089001317,1.4250197410583496
1153,-331.2100043198397,1.417378306388855
1154,-297.3976403900801,1.4239684343338013
1155,-282.2373361152631,1.4186975955963135
1156,-325.10072010747473,1.4120736122131348
1157,-278.8101526854247,1.4185614585876465
1158,-319.86192008955345,1.4122695922851562
1159,-289.4178202435746,1.410571813583374
1160,-320.4771306496642,1.401096224784851
1161,-317.6755909669759,1.3948113918304443
1162,-307.6139498761159,1.3904306888580322
1163,-309.92154203558175,1.3909205198287964
1164,-318.10404512574155,1.3830024003982544
1165,-332.0142823629841,1.3807107210159302
1166,-316.7049323197238,1.3799071311950684
1167,-328.28834806078527,1.3772882223129272
1168,-330.80222133756115,1.3716309070587158
1169,-311.69886542373905,1.3684457540512085
1170,-320.720691844591,1.3680636882781982
1171,-298.3583264975134,1.3651257753372192
1172,-319.0318300591873,1.3643057346343994
1173,-319.40105481127597,1.3616154193878174
1174,-295.6633748538238,1.3645379543304443
1175,-309.17686544403597,1.3676174879074097
1176,-308.57349777778546,1.3592015504837036
1177,-279.2860008467017,1.3681696653366089
1178,-306.2896966883475,1.3674123287200928
1179,-298.87738807202044,1.3675494194030762
1180,-306.6576117556315,1.3680803775787354
1181,-452.79260716477177,1.3851453065872192
1182,-304.1943399632873,1.368765115737915
1183,-325.1867473741123,1.3616350889205933
1184,-325.67575607886346,1.3602473735809326
1185,-334.07667450568835,1.3554223775863647
1186,-302.51121830967185,1.359822154045105
1187,-301.15387650384645,1.358649730682373
1188,-314.1783952047036,1.3516590595245361
1189,-294.29359304037314,1.35282301902771
1190,-323.77341787390316,1.3528531789779663
1191,-320.43462068019926,1.3517379760742188
1192,-322.30177683780187,1.3555576801300049
1193,-308.153805202679,1.3525679111480713
1194,-303.8510218155059,1.352000117301941
1195,-336.2171476252752,1.3495275974273682
1196,-305.53237195813324,1.344500184059143
1197,-312.2596316415766,1.3431181907653809
1198,-312.35572622553167,1.3394862413406372
1199,-327.66314579473163,1.3369860649108887
1200,-315.57827164138996,1.3296555280685425
1201,-314.6374467457359,1.3327325582504272
1202,-305.66257228531174,1.3228703737258911
1203,-317.340147512697,1.3208874464035034
1204,-306.6225358584264,1.3146852254867554
1205,-321.1399567557265,1.3144009113311768
1206,-316.4891959380712,1.3118764162063599
1207,-304.8254878800099,1.3046658039093018
1208,-298.6312206174622,1.3039380311965942
1209,-372.85474783634277,1.313040852546692
1210,-319.42500500842186,1.296387791633606
1211,-352.6384084605019,1.3052948713302612
1212,-322.55743148060253,1.2918586730957031
1213,-298.6552091910008,1.2956252098083496
1214,-299.664008758828,1.2956058979034424
1215,-316.43729134062187,1.2821729183197021
1216,-306.5683374085434,1.2836655378341675
1217,-298.2214528777655,1.2855088710784912
1218,-299.189912157636,1.2861850261688232
1219,-314.8778013534667,1.2848865985870361
1220,-320.5951583129225,1.2840867042541504
1221,-318.5724691222605,1.2823656797409058
1222,-323.35298663213206,1.2814390659332275
1223,-308.9644388399809,1.279731035232544
1224,-300.9830102008533,1.2749944925308228
1225,-299.71220186782114,1.2742863893508911
1226,-308.7829329163771,1.275339126586914
1227,-326.657212932046,1.2680981159210205
1228,-297.04408790555635,1.2708827257156372
1229,-295.1648052849081,1.2728110551834106
1230,-309.4654037300136,1.2659010887145996
1231,-304.34863279412576,1.2658151388168335
1232,-325.2538629481208,1.2587271928787231
1233,-305.15373089955534,1.2644658088684082
1234,-322.2056809617214,1.2522737979888916
1235,-312.44550488145785,1.2492318153381348
1236,-308.510540674212,1.2515162229537964
1237,-327.20870252430393,1.249525785446167
1238,-322.0167385142997,1.248740553855896
1239,-313.6242992003191,1.2547155618667603
1240,-343.19300508825194,1.2571545839309692
1241,-329.11360380692304,1.245959997177124
1242,-301.19845165206436,1.2464544773101807
1243,-329.8288760168241,1.242155909538269
1244,-305.1800219938352,1.244186282157898
1245,-327.93322272724146,1.2463003396987915
1246,-303.73990728560955,1.2406128644943237
1247,-317.7508780381593,1.2456066608428955
1248,-319.57215237068925,1.235681414604187
1249,-321.79128126667007,1.235371470451355
1250,-327.51661226255,1.2344892024993896
1251,-330.5710368894827,1.231327772140503
1252,-307.0798525251561,1.2326384782791138
1253,-311.5417540320758,1.232308030128479
1254,-317.58846020602914,1.2251040935516357
1255,-290.371358302956,1.227809190750122
1256,-293.7563844359949,1.2214890718460083
1257,-301.73520118543564,1.2168716192245483
1258,-319.3610284278238,1.225495457649231
1259,-318.5339540016658,1.2082140445709229
1260,-305.21359919361504,1.2066285610198975
1261,-308.9488019854193,1.2065293788909912
1262,-313.5006536931279,1.207319736480713
1263,-314.54534326732414,1.2045716047286987
1264,-310.42144874827386,1.2150135040283203
1265,-320.4111058176009,1.2082563638687134
1266,-325.9050332652359,1.217496633529663
1267,-327.7093433798089,1.214202642440796
1268,-311.5204690285848,1.2224291563034058
1269,-320.2642534269842,1.223677396774292
1270,-300.24686998056075,1.2271827459335327
1271,-307.3601114848646,1.2389640808105469
1272,-318.8176033755692,1.2451382875442505
1273,-293.4092503417943,1.2538836002349854
1274,-295.9058989341802,1.2607523202896118
1275,-312.05567087027987,1.2663285732269287
1276,-326.64449572951435,1.2730929851531982
1277,-321.9324889700239,1.2776395082473755
1278,-323.3303818656193,1.2796263694763184
1279,-305.72103620552605,1.28200101852417
1280,-312.0850083487971,1.282960057258606
1281,-326.15929979459537,1.2878758907318115
1282,-320.93272775371327,1.2873246669769287
1283,-314.9780495878734,1.2906100749969482
1284,-318.8280584487982,1.2862790822982788
1285,-332.60925231400563,1.2844135761260986
1286,-292.96042675544936,1.2885088920593262
1287,-313.5306279164066,1.2855947017669678
1288,-311.03322767521036,1.2822396755218506
1289,-287.02740220111536,1.2909953594207764
1290,-297.3993534477753,1.2870962619781494
1291,-299.2607587633259,1.2894515991210938
1292,-434.89345745870224,1.2986429929733276
1293,-306.4156175114856,1.2790553569793701
1294,-289.6420869146392,1.2820185422897339
1295,-298.84432953405206,1.2796236276626587
1296,-312.78374770623077,1.274749755859375
1297,-291.59632970697106,1.285697102546692
1298,-314.2331145455821,1.2784335613250732
1299,-325.3764536452067,1.275804042816162
1300,-310.9276257320409,1.2704933881759644
1301,-321.3182501604307,1.269142746925354
1302,-306.6444360895139,1.2637250423431396
1303,-290.59261141877744,1.2614226341247559
1304,-291.95384921667244,1.2582465410232544
1305,-310.41988679866387,1.2526776790618896
1306,-299.8777906785046,1.2489421367645264
1307,-319.2474978566856,1.2467986345291138
1308,-313.1525197875365,1.2402983903884888
1309,-317.87113527350505,1.240395426750183
1310,-325.59998815034965,1.2325453758239746
1311,-285.1264303871406,1.2338589429855347
1312,-318.0802052648799,1.2248475551605225
1313,-329.53127989508073,1.2181646823883057
1314,-306.8747944899456,1.2134003639221191
1315,-328.4686738483898,1.2054868936538696
1316,-292.79024833989615,1.1980820894241333
1317,-300.70303673075034,1.188906192779541
1318,-325.15527937348867,1.1714714765548706
1319,-327.28496138656976,1.1635679006576538
1320,-319.8313445067253,1.1637699604034424
1321,-319.169193392897,1.1512839794158936
1322,-313.1659934444633,1.146761417388916
1323,-320.22201956978455,1.1430871486663818
1324,-307.55485288037625,1.140636682510376
1325,-325.89913645391425,1.1419061422348022
1326,-308.6345244168861,1.1362595558166504
1327,-313.5106318739924,1.1369608640670776
1328,-304.7981971257109,1.1332398653030396
1329,-313.63114603064867,1.1321375370025635
1330,-304.9862050634062,1.1340786218643188
1331,-329.19474205918726,1.1402194499969482
1332,-313.7366666463392,1.1418359279632568
1333,-315.05591272391507,1.1490216255187988
1334,-310.4768456968066,1.1504193544387817
1335,-314.050809210479,1.1610076427459717
1336,-323.36745943554206,1.1592884063720703
1337,-314.39479458680466,1.1700656414031982
1338,-322.60399123251375,1.1769521236419678
1339,-284.29418394203185,1.1723077297210693
1340,-307.53336044799863,1.1823183298110962
1341,-333.6247779427313,1.1756914854049683
1342,-312.4189713874002,1.1828432083129883
1343,-331.7152660666306,1.181976556777954
1344,-322.3191704648173,1.1820671558380127
1345,-336.8676820355741,1.1832727193832397
1346,-332.78092839619706,1.1890854835510254
1347,-313.77928446114714,1.1972423791885376
1348,-302.04154235875825,1.1993937492370605
1349,-323.0371852582923,1.2030775547027588
1350,-307.7132167082607,1.2093520164489746
1351,-309.6017162360272,1.2090518474578857
1352,-314.8130628233958,1.218592882156372
1353,-283.96297209477837,1.2114825248718262
1354,-326.5655142102094,1.207179307937622
1355,-309.1204683983068,1.2021303176879883
1356,-313.49481603371265,1.198986530303955
1357,-305.32938139410805,1.2064709663391113
1358,-302.27389244909864,1.1989480257034302
1359,-288.8517425898432,1.2059706449508667
1360,-305.4197325432618,1.2011058330535889
1361,-312.5106535886338,1.1922547817230225
1362,-302.8704828757287,1.198414921760559
1363,-321.3716267828471,1.1922171115875244
1364,-330.1649869391461,1.1921379566192627
1365,-293.7472679312083,1.1941853761672974
1366,-328.82386000619573,1.1904903650283813
1367,-292.78589006695665,1.1955513954162598
1368,-301.46784894310275,1.1970181465148926
1369,-318.1274688378026,1.1849855184555054
1370,-311.5499930510121,1.1834145784378052
1371,-292.227333739412,1.1850157976150513
1372,-320.99885480588716,1.1870954036712646
1373,-313.821547218651,1.1755870580673218
1374,-297.11987031868586,1.1752679347991943
1375,-323.77295764145873,1.1712020635604858
1376,-335.81658427882627,1.1582763195037842
1377,-321.6930253788929,1.1555696725845337
1378,-316.3775395687772,1.1489851474761963
1379,-323.2768418484605,1.1483534574508667
1380,-323.47008684703144,1.1413991451263428
1381,-321.06118620905977,1.1299344301223755
1382,-303.38341718873033,1.1296242475509644
1383,-303.8397843949242,1.1323764324188232
1384,-294.63753481093136,1.1326974630355835
1385,-353.6811383666498,1.1428691148757935
1386,-307.73053564036644,1.1237249374389648
1387,-292.3581011481163,1.1262245178222656
1388,-327.6477762697706,1.1126163005828857
1389,-282.01137506801035,1.1278271675109863
1390,-313.71895327666056,1.1116498708724976
1391,-329.73213115583536,1.1101077795028687
1392,-311.3938006999297,1.1169451475143433
1393,-326.5438143530712,1.1188172101974487
1394,-317.2487579889514,1.121511459350586
1395,-314.8746315030514,1.1187880039215088
