episode,reward,entropy
169,-318.5586125515431,1.5950595140457153
170,-302.08326523020577,1.5945616960525513
171,-290.7922321799652,1.5948086977005005
172,-305.3090761765677,1.5944314002990723
173,-349.660459603718,1.595159649848938
174,-287.1647968618799,1.5947072505950928
175,-347.08238765134905,1.5942461490631104
176,-270.01313265872284,1.5953539609909058
177,-305.49355758058556,1.595778226852417
178,-289.9765106478341,1.5956363677978516
179,-293.3775577219849,1.5946763753890991
180,-602.2944349221871,1.5966929197311401
181,-287.80811540341193,1.5944520235061646
182,-1257.595578071903,1.5967122316360474
183,-356.55922215394133,1.5962811708450317
184,-303.04202294634473,1.59475576877594
185,-285.5344796959228,1.5944658517837524
186,-300.952665248363,1.5945950746536255
187,-492.36133999553056,1.593767762184143
188,-287.63013232685995,1.5934245586395264
189,-390.2581199192864,1.5935431718826294
190,-273.3749789298975,1.592235803604126
191,-297.8487668198267,1.5908857583999634
192,-246.44573274052607,1.5918068885803223
193,-637.8134608632724,1.5915215015411377
194,-264.40181851106587,1.5903722047805786
195,-1405.0196443731954,1.5907261371612549
196,-270.6049637267148,1.5881339311599731
197,-278.38475711444846,1.588398814201355
198,-358.5572193575002,1.5888266563415527
199,-297.78925477585926,1.5870100259780884
200,-299.1850009135497,1.5862147808074951
201,-294.9053639245471,1.5856986045837402
202,-262.07050810205436,1.5853632688522339
203,-272.93206932434606,1.585012674331665
204,-818.5997487161467,1.5860956907272339
205,-461.130993322514,1.5851914882659912
206,-1108.5083537598853,1.5852386951446533
207,-291.4612705255882,1.583059549331665
208,-1498.9960843298052,1.5862205028533936
209,-292.3702850160016,1.5819669961929321
210,-290.0513417725834,1.5820928812026978
211,-448.3914001701027,1.5832953453063965
212,-293.43872326095857,1.5823276042938232
213,-1337.8008515703336,1.5835410356521606
214,-298.28443852857407,1.5801756381988525
215,-293.1480572302054,1.579754114151001
216,-756.7318140704492,1.5825175046920776
217,-276.2284674013384,1.5805132389068604
218,-288.5950805623034,1.578762173652649
219,-272.4568347684636,1.581046223640442
220,-288.86373960538464,1.579679012298584
221,-1367.2074308602773,1.5820212364196777
222,-360.9521602551612,1.5803086757659912
223,-261.1445421744128,1.580177903175354
224,-291.14926695170385,1.5793001651763916
225,-279.0609235265881,1.5819579362869263
226,-479.03836830873837,1.5825239419937134
227,-293.8816000689607,1.5800827741622925
228,-245.15062126853869,1.583201289176941
229,-285.2888269932386,1.5819097757339478
230,-1064.3147026587262,1.5858900547027588
231,-317.76735945750977,1.582205057144165
232,-256.8838389809583,1.5844616889953613
233,-457.0414926531386,1.5860551595687866
234,-309.04369404526614,1.5848790407180786
235,-294.9296661350814,1.5863585472106934
236,-234.4901098494022,1.5888832807540894
237,-289.1963675504717,1.5870938301086426
238,-629.6757104090916,1.5897947549819946
239,-354.81746551856384,1.5900641679763794
240,-350.9638726713791,1.5900447368621826
241,-273.4518809754407,1.5903815031051636
242,-282.5062131909834,1.5901151895523071
243,-366.63438432909146,1.591543197631836
244,-274.8396424717775,1.5913124084472656
245,-438.95215235945193,1.5923693180084229
246,-306.2356430730368,1.5910791158676147
247,-460.3887352639074,1.5925036668777466
248,-296.86537940739373,1.5924131870269775
249,-303.06581265665005,1.5931097269058228
250,-301.95133073227277,1.5941901206970215
251,-287.65015566397494,1.5947768688201904
252,-293.672566551189,1.5949801206588745
253,-366.1141797669936,1.5954023599624634
254,-935.5000213332701,1.5964998006820679
255,-291.76558887645575,1.5963648557662964
256,-302.0880523514355,1.5963237285614014
257,-318.63348123960486,1.5974515676498413
258,-271.6153708762745,1.5974115133285522
259,-687.7948405714793,1.5981882810592651
260,-268.56912596566553,1.5983344316482544
261,-256.2167170860141,1.5975748300552368
262,-301.75860520518603,1.5978248119354248
263,-302.1500539679642,1.5980148315429688
264,-310.6943777443078,1.5979710817337036
265,-279.34491038540267,1.5983744859695435
266,-306.3554710755105,1.5987741947174072
267,-316.7470294930417,1.5990675687789917
268,-335.0267847721295,1.5993952751159668
269,-300.1162593433501,1.599387288093567
270,-259.7652247250699,1.599252700805664
271,-271.8387473220279,1.5994807481765747
272,-548.6157691585148,1.5996062755584717
273,-313.29417221715823,1.5996665954589844
274,-298.9613957284345,1.5995848178863525
275,-303.119824038997,1.5993813276290894
276,-306.0705034070936,1.5994409322738647
277,-1426.689244848185,1.5996506214141846
278,-276.95289015876295,1.5996297597885132
279,-272.54010664957127,1.5992522239685059
280,-333.56738448260234,1.5991164445877075
281,-431.2542066908099,1.5990077257156372
282,-303.6807183070559,1.5987827777862549
283,-298.31233336396934,1.598608136177063
284,-324.9101199130507,1.5982342958450317
285,-313.021157057539,1.5985486507415771
286,-304.96597067787894,1.5980738401412964
287,-272.17587345490676,1.597818374633789
288,-269.91107779274796,1.5978832244873047
289,-300.77279723445804,1.5976461172103882
290,-327.0459225848878,1.5974581241607666
291,-293.6298301585301,1.5973687171936035
292,-582.271955176092,1.5964882373809814
293,-771.9391497864592,1.595775842666626
294,-298.5119885745437,1.5955954790115356
295,-327.27908699657917,1.5948621034622192
296,-310.14827996592646,1.594628095626831
297,-288.70395573210305,1.5943304300308228
298,-288.2951562982855,1.5938044786453247
299,-278.56942682834483,1.5932049751281738
300,-341.74179130407424,1.5929521322250366
301,-327.44895169226817,1.5928263664245605
302,-722.6366524622796,1.5930724143981934
303,-278.3775238844181,1.5916788578033447
304,-299.1552189343884,1.5919759273529053
305,-241.6902264974102,1.592104434967041
306,-293.0580322440076,1.5915862321853638
307,-305.0809342855817,1.5915780067443848
308,-294.7661466059978,1.5915169715881348
309,-372.5897690815773,1.5917235612869263
310,-405.59033129825013,1.5911377668380737
311,-237.80927527096125,1.5905801057815552
312,-304.08899873194287,1.591058611869812
313,-298.62677979604604,1.5904581546783447
314,-303.32900896489434,1.5897222757339478
315,-301.82591163075625,1.589386224746704
316,-371.86519131586454,1.5899641513824463
317,-286.7929049035949,1.589010238647461
318,-320.5611871827579,1.5895835161209106
319,-280.0152906716348,1.5897929668426514
320,-850.9018720977266,1.5916812419891357
321,-300.17188064841014,1.5903650522232056
322,-256.38240805501425,1.5905436277389526
323,-340.76905903495634,1.5913727283477783
324,-294.3427615873589,1.5917999744415283
325,-293.3965618482618,1.591881275177002
326,-306.62172331959255,1.592655897140503
327,-292.27032005042344,1.591671109199524
328,-297.4705275328482,1.5918225049972534
329,-299.8157389928393,1.5915290117263794
330,-319.09476708880845,1.5919615030288696
331,-283.8465851197177,1.5909947156906128
332,-270.60188104852705,1.5917350053787231
333,-327.1877269888703,1.5905543565750122
334,-295.5710217446168,1.590009093284607
335,-281.80197991498744,1.5886778831481934
336,-249.2468210642235,1.5880800485610962
337,-264.7889917978391,1.5864583253860474
338,-288.5974132028632,1.5849944353103638
339,-256.604361775312,1.584333896636963
340,-632.0960744633775,1.5848674774169922
341,-288.4244383819821,1.5830600261688232
342,-294.5521692001256,1.5822359323501587
343,-272.18597113874966,1.5825361013412476
344,-393.5552290667188,1.5816092491149902
345,-436.05495599856374,1.582295536994934
346,-275.05002830013666,1.5793476104736328
347,-298.8401286618246,1.5790079832077026
348,-413.8825619112286,1.579214096069336
349,-362.8295582598216,1.57865309715271
350,-293.4274167303884,1.5784814357757568
351,-258.06961325168163,1.5763188600540161
352,-272.2752537714215,1.5756146907806396
353,-277.8618802198943,1.5743416547775269
354,-270.94951978245547,1.573819637298584
355,-300.1677293912973,1.573278546333313
356,-294.19495858292646,1.5729275941848755
357,-287.4598005416981,1.5729562044143677
358,-284.0468258849164,1.5726773738861084
359,-344.8288467632855,1.5739288330078125
360,-284.06125978546345,1.571605920791626
361,-571.1044598859315,1.5736345052719116
362,-376.79079665334257,1.5707064867019653
363,-287.21751597612445,1.5697335004806519
364,-306.29074313412474,1.5687751770019531
365,-259.14022867619093,1.5692921876907349
366,-252.39455337205447,1.5661873817443848
367,-886.6547437281457,1.5684726238250732
368,-987.4486967309347,1.5676748752593994
369,-293.55306226963626,1.5623677968978882
370,-544.5493935172561,1.5652762651443481
371,-291.9746483777894,1.5596483945846558
372,-293.6812338640637,1.5604761838912964
373,-244.8395221038591,1.5611460208892822
374,-297.7622822923211,1.5588088035583496
375,-292.66892881845274,1.5583739280700684
376,-290.3748881876801,1.5593986511230469
377,-1628.335089287306,1.5665827989578247
378,-250.2735020538953,1.5612138509750366
379,-409.3856959228191,1.5614795684814453
380,-351.48099792287576,1.5618445873260498
381,-360.45102016075305,1.5626226663589478
382,-248.6479730746572,1.5626035928726196
383,-266.09668596951417,1.5605098009109497
384,-304.7617322448701,1.5597707033157349
385,-282.50398412971924,1.5621345043182373
386,-1330.5640991641937,1.5673096179962158
387,-261.124978478804,1.5609701871871948
388,-521.5201576037978,1.5615922212600708
389,-677.4206137214419,1.5610162019729614
390,-298.69657857999965,1.5596510171890259
391,-299.17326089944316,1.5582337379455566
392,-2453.20401894732,1.5693029165267944
393,-275.0382261925024,1.5551068782806396
394,-277.62751790427114,1.5536836385726929
395,-288.63454577245875,1.551206111907959
396,-281.56255104222123,1.550269365310669
397,-248.42754377150345,1.5527821779251099
398,-332.41283174985995,1.5511139631271362
399,-884.474385980286,1.5568572282791138
400,-279.16679012101764,1.5484434366226196
401,-2320.0687580096856,1.5594887733459473
402,-1510.181741160561,1.5516387224197388
403,-2590.034604560272,1.5555167198181152
404,-975.9620390515371,1.5556080341339111
405,-270.8639081574793,1.5495963096618652
406,-232.29453071071796,1.5548714399337769
407,-246.70863802662734,1.5543878078460693
408,-866.6132688190268,1.5586057901382446
409,-267.62062267051175,1.559670090675354
410,-292.6484464456927,1.5546666383743286
411,-1184.54534083962,1.560131549835205
412,-308.47327644704404,1.5556299686431885
413,-321.28075599636986,1.5593953132629395
414,-774.9634593431966,1.563307285308838
415,-280.3748950138178,1.5609685182571411
416,-942.1295857215059,1.5668742656707764
417,-279.1977113646717,1.5614537000656128
418,-257.47100589545755,1.5674601793289185
419,-232.33614718775803,1.5657427310943604
420,-311.4184644899668,1.5643787384033203
421,-580.0696534704404,1.5670889616012573
422,-301.47193650364306,1.56333589553833
423,-372.0930110730056,1.5657769441604614
424,-260.6412999086196,1.565041422843933
425,-771.4669454120359,1.5671119689941406
426,-281.78381580266034,1.5660446882247925
427,-265.32826737511107,1.5666091442108154
428,-290.02968578444353,1.5656914710998535
429,-268.4825840378009,1.5671308040618896
430,-379.2036528494339,1.5677076578140259
431,-527.9093234158354,1.5685932636260986
432,-356.0740949039497,1.570320963859558
433,-252.42530215348933,1.5684174299240112
434,-388.1732627218195,1.5672111511230469
435,-262.15629913013004,1.5683687925338745
436,-251.54412510211208,1.5695477724075317
437,-308.2100376163194,1.5682337284088135
438,-284.33123962048194,1.5698918104171753
439,-284.409450377983,1.5712255239486694
440,-273.74677465837146,1.572108507156372
441,-260.96539255245574,1.5732172727584839
442,-284.97453703891307,1.5724259614944458
443,-307.33956883889243,1.5744856595993042
444,-283.4020278308585,1.5744438171386719
445,-279.34623684576036,1.5739989280700684
446,-283.1590335565241,1.5735670328140259
447,-299.066550059348,1.573906421661377
448,-262.06889091292567,1.5748975276947021
449,-316.0518426375869,1.574478268623352
450,-297.8928856717012,1.575066328048706
451,-286.6063420649609,1.5747904777526855
452,-280.5804349105371,1.5746880769729614
453,-244.10693726793292,1.5763071775436401
454,-274.8323563387242,1.575186014175415
455,-286.69368174478336,1.5749245882034302
456,-235.85401278695593,1.577682614326477
457,-602.9831931353008,1.5773104429244995
458,-430.6585397772525,1.577156901359558
459,-270.378240734315,1.5746967792510986
460,-266.7872901351172,1.574873685836792
461,-611.5314766521358,1.5762743949890137
462,-335.9937545901069,1.5750631093978882
463,-290.38553572778,1.572572112083435
464,-1171.1880877179644,1.5761269330978394
465,-796.9229605986058,1.5757719278335571
466,-275.4104574065113,1.5728784799575806
467,-813.1263249163584,1.5762888193130493
468,-274.77445740301977,1.5739495754241943
469,-270.679691121325,1.5738048553466797
470,-310.4900004160318,1.5716608762741089
471,-299.55322525311453,1.5711079835891724
472,-306.99528380951716,1.5754053592681885
473,-300.41500232802053,1.5718348026275635
474,-327.1652617739162,1.5743643045425415
475,-302.90683549966263,1.572240948677063
476,-524.9006894686028,1.5743331909179688
477,-1502.0723629141976,1.5762066841125488
478,-752.6023068267109,1.5787667036056519
479,-459.7946053246088,1.57510244846344
480,-231.72209769123174,1.578348994255066
481,-285.7079018275732,1.5746257305145264
482,-581.9144181202271,1.5798944234848022
483,-272.0535767605968,1.5757848024368286
484,-238.5817694450006,1.5777980089187622
485,-285.7975363135372,1.5768473148345947
486,-298.3723458780967,1.5763252973556519
487,-309.61563409450486,1.5753103494644165
488,-1050.2985842744351,1.5787558555603027
489,-262.8029436075433,1.5782173871994019
490,-271.7377931519152,1.576341152191162
491,-279.15691720789533,1.575189471244812
492,-864.0715422506233,1.5778898000717163
493,-726.4499197278926,1.5775654315948486
494,-828.6537220013229,1.578810214996338
495,-287.8655769597461,1.5733497142791748
496,-290.20692140894704,1.5719882249832153
497,-809.7691247484366,1.574713945388794
498,-279.39991193621034,1.5721129179000854
499,-278.9192005040155,1.5712400674819946
500,-279.90600049255454,1.5710835456848145
501,-309.32612786527886,1.5703924894332886
502,-300.81331540672574,1.572101354598999
503,-290.8887672624341,1.572460412979126
504,-281.19000836064214,1.570966124534607
505,-269.23364239517804,1.5718554258346558
506,-417.4071288043773,1.573932409286499
507,-251.70965524033275,1.5739109516143799
508,-309.80075678401926,1.5732077360153198
509,-278.85429731893294,1.573207974433899
510,-272.1993713218399,1.5728240013122559
511,-359.97279958641263,1.5734152793884277
512,-536.0511503217342,1.5741569995880127
513,-290.2968037352657,1.5712673664093018
514,-286.36858681995005,1.570839524269104
515,-304.9076151172903,1.5703580379486084
516,-776.8853653777725,1.5722979307174683
517,-289.4852833871903,1.5677908658981323
518,-294.8951686314144,1.5671528577804565
519,-692.3074811579861,1.5716917514801025
520,-294.83919085807844,1.5680615901947021
521,-289.12507649974594,1.566489338874817
522,-823.0904820910938,1.5682591199874878
523,-272.3932166045674,1.5657312870025635
524,-662.6814685379032,1.5650532245635986
525,-302.220736017105,1.563248872756958
526,-262.3365882093357,1.565468668937683
527,-366.28493081993827,1.5624771118164062
528,-378.00860719813284,1.5683696269989014
529,-281.8791061109542,1.563004970550537
530,-305.9164084348961,1.5602927207946777
531,-368.090298242109,1.5663203001022339
532,-297.1821333645063,1.562009334564209
533,-268.3264618342718,1.5646955966949463
534,-275.49274204807216,1.563860535621643
535,-504.19763851972345,1.5669150352478027
536,-575.1328840358946,1.5681262016296387
537,-325.5645012062786,1.565178632736206
538,-970.6506866372881,1.5699514150619507
539,-498.45451642874326,1.5674887895584106
540,-283.2620651612054,1.564200520515442
541,-295.3241276414566,1.5632280111312866
542,-607.5451608155861,1.5655492544174194
543,-290.01345368490587,1.5625011920928955
544,-464.54128781775097,1.5684987306594849
545,-291.23100510547994,1.5622780323028564
546,-1375.3362678760925,1.5741263628005981
547,-332.34705223265934,1.5638720989227295
548,-296.41429504429055,1.5616610050201416
549,-1616.2634297582429,1.5690948963165283
550,-292.8434744173981,1.564159631729126
551,-269.29240706312436,1.5666521787643433
552,-468.24695873389845,1.5677406787872314
553,-295.06218406271654,1.5704014301300049
554,-277.99786650188037,1.5694823265075684
555,-251.70469467226607,1.5715699195861816
556,-543.4893439553529,1.5737688541412354
557,-900.1558613400443,1.5764713287353516
558,-882.9685204743089,1.577143907546997
559,-255.5704796241173,1.5743331909179688
560,-297.52935482158614,1.5725672245025635
561,-348.14834378757223,1.5771658420562744
562,-449.13115994068494,1.5798373222351074
563,-317.9889618887483,1.5731635093688965
564,-590.6104402307795,1.577170491218567
565,-280.64842086830663,1.5769213438034058
566,-271.30173236426316,1.5753822326660156
567,-299.56680280588466,1.5742340087890625
568,-296.88775565510014,1.5746909379959106
569,-280.0550487822557,1.5755789279937744
570,-317.29410957549834,1.5796252489089966
571,-458.7080796234025,1.576695203781128
572,-358.54590596473673,1.577489972114563
573,-511.5364924562678,1.5812715291976929
574,-322.8926500372595,1.57261323928833
575,-275.4078352537168,1.5762385129928589
576,-305.5216114935008,1.5732260942459106
577,-261.59567549937856,1.5768828392028809
578,-402.3287031212842,1.5782549381256104
579,-455.5977178583372,1.578817367553711
580,-276.5833202852861,1.5753213167190552
581,-506.33337062612276,1.5795918703079224
582,-295.548719852004,1.577362060546875
583,-293.84411522194625,1.5748041868209839
584,-641.0036543222519,1.578446865081787
585,-294.7812039088317,1.5747214555740356
586,-352.944665661784,1.5758225917816162
587,-299.4972507000148,1.5742274522781372
588,-463.3234502088293,1.5749047994613647
589,-440.3378728316156,1.5781590938568115
590,-498.1597751534084,1.5787830352783203
591,-311.7084994975198,1.5718389749526978
592,-382.8336401893997,1.5732771158218384
593,-285.6257746768912,1.5723803043365479
594,-637.434538474112,1.5775173902511597
595,-273.8970290958613,1.5746766328811646
596,-324.78048655898084,1.5762312412261963
597,-292.78650199229963,1.572440266609192
598,-723.7742049620446,1.5770854949951172
599,-304.6015812221983,1.5720665454864502
600,-299.3192031152858,1.5719491243362427
601,-277.07440477690363,1.5738966464996338
602,-289.6688999464263,1.572173833847046
603,-262.45845029963823,1.5745946168899536
604,-267.5485642712102,1.5746433734893799
605,-314.13930061798146,1.5718566179275513
606,-302.8437765375303,1.5713863372802734
607,-297.7692976798187,1.571991205215454
608,-261.9297177825746,1.5758476257324219
609,-308.76816863409806,1.5722630023956299
610,-676.0795107242114,1.5784119367599487
611,-287.9545843470528,1.5749558210372925
612,-309.07192372683164,1.5738544464111328
613,-298.00641169558094,1.5752663612365723
614,-838.9382483616147,1.5816185474395752
615,-243.70446827607802,1.5783882141113281
616,-303.12359147704643,1.576133131980896
617,-290.389091244501,1.5773625373840332
618,-586.4817877362531,1.580122470855713
619,-911.6986657784696,1.5804425477981567
620,-259.56041758516,1.5789532661437988
621,-555.1684198928842,1.5799554586410522
622,-306.447899405982,1.5753822326660156
623,-288.9204213243729,1.5763027667999268
624,-286.2761703590752,1.5760600566864014
625,-280.46188839263283,1.5755045413970947
626,-275.9354388967059,1.5765724182128906
627,-785.5860013992028,1.5804493427276611
628,-275.1647039870382,1.5751278400421143
629,-293.11934652422735,1.5741362571716309
630,-265.2884225329359,1.576471209526062
631,-291.59041988440015,1.5754789113998413
632,-355.3226966480478,1.576356291770935
633,-409.5812242104902,1.5752537250518799
634,-300.0568819870944,1.5740408897399902
635,-305.20052587966353,1.5779718160629272
636,-504.4555156930139,1.5790784358978271
637,-304.69892749311185,1.574130892753601
638,-301.6884409481553,1.573881983757019
639,-669.3957166968162,1.5780272483825684
640,-287.3129682278088,1.576507568359375
641,-292.59588253179237,1.5735644102096558
642,-645.9674325252372,1.5772866010665894
643,-284.8622363714857,1.5748194456100464
644,-286.6327434220389,1.5748915672302246
645,-314.579835809516,1.5765315294265747
646,-310.6974902465455,1.5734602212905884
647,-289.7561557445136,1.5744127035140991
648,-277.91564644261047,1.5737559795379639
649,-292.06731051777103,1.57439124584198
650,-257.09229400829474,1.5773704051971436
651,-292.7881438098646,1.5736706256866455
652,-321.8796869399398,1.5789355039596558
653,-285.29722207083665,1.5741400718688965
654,-600.9271916315388,1.5766589641571045
655,-289.4799890994529,1.5735920667648315
656,-309.0072496323648,1.5705795288085938
657,-475.2742509967152,1.575700283050537
658,-292.76253619767,1.5731737613677979
659,-576.5329760332681,1.5727229118347168
660,-693.7146007878846,1.5725423097610474
661,-291.84840313582396,1.5700814723968506
662,-322.4313414383407,1.5703868865966797
663,-463.18547205030427,1.5743014812469482
664,-298.31117667848156,1.5674580335617065
665,-799.0990314381901,1.5747606754302979
666,-346.91763591863423,1.5727193355560303
667,-218.38330823218405,1.5734950304031372
668,-281.4900791696522,1.5682035684585571
669,-308.6370438644996,1.5667692422866821
670,-296.9125372504361,1.5677361488342285
671,-291.9949987600787,1.5673229694366455
672,-289.46718022467917,1.5665462017059326
673,-645.342656310844,1.5712250471115112
674,-268.0464665021191,1.5664706230163574
675,-270.9279819377923,1.5676287412643433
676,-645.8241299762615,1.5704563856124878
677,-261.57838611562073,1.5661835670471191
678,-271.46217610272237,1.5663775205612183
679,-290.82993850128713,1.563580870628357
680,-266.750221571364,1.5662798881530762
681,-301.1360636106085,1.5632551908493042
682,-264.0479757119683,1.566840648651123
683,-289.73873180936306,1.5636863708496094
684,-292.4295385672672,1.5639450550079346
685,-290.8746771721511,1.5637869834899902
686,-1386.3889015379564,1.5688754320144653
687,-298.1869750706947,1.5635058879852295
688,-300.15390988264323,1.5624184608459473
689,-353.36680557003507,1.5660768747329712
690,-288.55896403847396,1.5676907300949097
691,-278.0648629459047,1.5693479776382446
692,-285.8791427784605,1.563702940940857
693,-290.7176262376123,1.5638190507888794
694,-306.0496601887033,1.5628635883331299
695,-290.20341154183535,1.5634806156158447
696,-521.394579502178,1.5729044675827026
697,-1183.4766343343895,1.5703239440917969
698,-289.22105585978306,1.5634605884552002
699,-260.9929558523015,1.5669001340866089
700,-267.47409662725136,1.5671130418777466
701,-307.19740886124504,1.560715913772583
702,-307.05814207378404,1.5645015239715576
703,-923.8845209543166,1.5721817016601562
704,-365.5284082049406,1.5646414756774902
705,-273.9805992751275,1.563236951828003
706,-318.6424609147801,1.5686715841293335
