#{"t_start": 1785149413.770294, "env_id": "None"}
r,l,t
-309.487207,52,17.240389
-288.024585,52,17.248554
-297.882811,52,17.294707
-273.011987,52,17.303113
-261.153313,52,17.311318
-290.771253,52,17.319579
-267.747509,52,17.327867
-266.18772,52,17.374056
-271.12661,52,17.382352
-287.99709,52,17.390783
-255.405451,52,17.399034
-311.064152,52,17.407417
-250.26984,52,17.453657
-286.053594,52,17.461924
-293.53407,52,17.470178
-280.008528,52,17.478426
-261.753414,52,17.486799
-268.158534,52,17.532954
-279.850961,52,17.541387
-754.966275,52,17.549612
-265.155849,52,17.557815
-258.599649,52,17.566013
-432.459187,52,17.611908
-280.243628,52,17.620306
-277.965528,52,17.628581
-312.589551,52,17.636817
-286.875791,52,17.682498
-268.830664,52,17.691027
-275.654704,52,17.699233
-406.203079,52,17.707623
-271.10496,52,17.715809
-302.82738,52,17.762001
-265.789768,52,17.770447
-278.6767,52,17.778704
-280.828891,52,17.786914
-549.53167,52,17.795115
-276.871426,52,17.841226
-269.753303,52,17.849541
-270.42534,52,17.85799
-315.97266,52,17.866265
-275.864452,52,17.874665
-270.949148,52,17.920802
-259.296993,52,17.929107
-294.23925,52,17.937492
-258.75088,52,17.945694
-280.365347,52,17.954045
-267.94462,52,18.000356
-263.978025,52,18.008807
-332.114164,52,18.017011
-276.72499,52,18.025401
-276.936795,52,18.033607
-314.941226,52,18.079552
-285.958652,52,18.08796
-261.341719,52,18.096179
-288.165568,52,18.104397
-272.396109,52,18.11262
-296.333585,52,18.158532
-241.141567,52,18.166802
-274.533879,52,18.175208
-278.121091,52,18.183393
-334.232169,52,18.191612
-277.85256,52,18.237691
-268.678713,52,18.245935
-282.527707,52,18.254262
-274.139002,52,18.26252
-277.751322,52,18.270797
-347.500919,52,18.31697
-280.479016,52,18.325279
-281.990457,52,18.333633
-269.252881,52,18.342049
-269.155178,52,18.35026
-246.859259,52,18.396443
-257.950039,52,18.404922
-270.158535,52,18.413162
-269.151126,52,18.421436
-272.068483,52,18.429656
-270.834428,52,18.475738
-264.14692,52,18.484221
-280.024535,52,18.492405
-299.231086,52,18.500529
-279.75271,52,18.508923
-280.669498,52,18.555032
-428.72034,52,18.563256
-306.364912,52,18.571434
-247.141381,52,18.579544
-263.357593,52,18.587679
-260.108074,52,18.633965
-278.322401,52,18.642163
-264.178893,52,18.650315
-274.834863,52,18.658773
-270.185068,52,18.705206
-312.862765,52,18.713527
-259.356516,52,18.721885
-303.313646,52,18.730172
-289.444216,52,18.738375
-259.380913,52,18.784101
-241.126591,52,18.792514
-265.578392,52,18.800672
-629.30812,52,18.80897
-284.657124,52,18.817155
-263.655989,52,18.863326
-294.271967,52,18.871595
-291.713052,52,18.879754
-342.46709,52,18.887938
-286.875564,52,18.896068
-262.916147,52,18.942199
-258.887984,52,18.950483
-265.911039,52,18.958933
-331.257652,52,18.967196
-269.900145,52,18.975525
-268.886136,52,19.021591
-386.996469,52,19.029894
-244.146467,52,19.038117
-226.296719,52,19.046334
-253.302853,52,19.054737
-250.500813,52,19.100915
-304.02837,52,19.109325
-265.865523,52,19.117488
-279.499827,52,19.125655
-280.772021,52,19.133786
-255.743841,52,19.180202
-230.084953,52,19.188611
-253.630336,52,19.196764
-371.207947,52,19.205147
-244.895012,52,19.213335
-256.044404,52,19.259291
-300.725422,52,19.267536
-297.928867,52,19.275891
-513.880686,52,19.284055
-251.593357,52,19.292361
-265.01076,52,19.33859
-268.496744,52,19.346839
-240.740797,52,19.355112
-275.312361,52,19.363288
-255.991492,52,19.371497
-267.189854,52,19.417747
-340.287538,52,19.426169
-259.214639,52,19.434404
-239.752973,52,19.442639
-240.824684,52,19.450758
-253.946167,52,19.497496
-265.965405,52,19.505937
-284.243925,52,19.514176
-234.332133,52,19.522411
-260.202954,52,19.530579
-258.236932,52,19.576631
-222.631055,52,19.584971
-242.727327,52,19.593261
-253.432347,52,19.601489
-564.01295,52,19.609683
-491.554912,52,19.656108
-524.490688,52,19.664398
-455.734444,52,19.672877
-274.336353,52,19.681127
-251.742262,52,19.72731
-244.995225,52,19.735626
-258.053317,52,19.743777
-255.191306,52,19.751928
-250.553956,52,19.760094
-259.626006,52,19.806008
-286.378828,52,19.814354
-254.678264,52,19.82272
-297.233057,52,19.830978
-328.836409,52,19.839385
-268.837638,52,19.885845
-267.362369,52,19.894177
-275.158251,52,19.902543
-246.836795,52,19.910787
-270.727474,52,19.919096
-240.562049,52,19.965272
-547.330129,52,19.973764
-289.043211,52,19.981997
-264.398617,52,19.990275
-284.897091,52,19.998483
-246.638311,52,20.044458
-288.062779,52,20.052868
-272.308633,52,20.06112
-292.613197,52,20.069357
-245.080787,52,20.077532
-264.475968,52,20.123842
-497.095111,52,20.132134
-317.209197,52,20.140503
-372.733142,52,20.148695
-240.831414,52,20.157094
-286.733825,52,20.203621
-258.883283,52,20.211946
-252.650955,52,20.220246
-276.631811,52,20.228497
-275.139282,52,20.236707
-255.59188,52,20.282801
-255.947565,52,20.291242
-358.602307,52,20.299466
-292.474962,52,20.307875
-255.408695,52,20.316114
-339.863105,52,20.362197
-261.340461,52,20.37067
-285.860501,52,20.378992
-264.073665,52,20.387663
-379.462541,52,20.396121
-262.964649,52,20.445615
-252.218713,52,20.454048
-271.478155,52,20.462297
-251.367428,52,20.47071
-241.331256,52,20.478927
-225.301606,52,20.525629
-231.470544,52,20.53387
-279.256119,52,20.542083
-829.287365,52,20.550302
-255.743647,52,20.558465
-276.275226,52,20.604546
-281.770778,52,20.612843
-281.49861,52,20.621273
-277.588248,52,20.629561
-245.19472,52,20.637855
-285.882567,52,20.684144
-266.755727,52,20.692548
-269.690832,52,20.700768
-245.196058,52,20.709189
-240.663004,52,20.755614
-278.154974,52,20.763964
-410.822177,52,20.772367
-240.666695,52,20.780598
-533.003178,52,20.788804
-303.221335,52,20.835101
-237.673355,52,20.843423
-251.371044,52,20.851698
-273.524574,52,20.859992
-270.286889,52,20.868262
-233.249334,52,20.914165
-607.272749,52,20.922667
-263.272348,52,20.930923
-323.660994,52,20.939293
-346.004454,52,20.947488
-356.155232,52,20.993429
-342.55333,52,21.001819
-257.79385,52,21.010077
-462.601871,52,21.018413
-394.956223,52,21.026716
-394.91299,52,21.073307
-246.719839,52,21.081602
-257.545994,52,21.090024
-267.744883,52,21.098225
-255.946892,52,21.106459
-266.662377,52,21.152877
-272.006378,52,21.161241
-321.0805,52,21.169594
-235.142026,52,21.17785
-253.077953,52,21.186061
-273.051611,52,21.232261
-260.39077,52,21.240605
-231.833787,52,21.248907
-327.015681,52,21.257397
-258.195259,52,21.26561
-254.742121,52,21.311723
-283.842175,52,21.320119
-272.465553,52,21.328454
-274.098286,52,21.336854
-278.581744,52,21.345119
-252.99932,52,21.392804
-270.262575,52,21.401881
-436.167179,52,21.410964
-262.409878,52,21.419845
-266.067886,52,21.428548
-255.162946,52,21.486698
-538.93199,52,21.495903
-238.098473,52,21.504966
-262.14503,52,21.513724
-259.828971,52,21.523082
-253.501915,52,21.579667
-272.645791,52,21.589146
-285.865913,52,21.597628
-267.531569,52,21.606351
-277.764256,52,21.614746
-672.477962,52,21.661838
-249.290288,52,21.670259
-245.173017,52,21.678521
-242.357538,52,21.686796
-260.800054,52,21.694998
-302.166921,52,21.741769
-255.579363,52,21.750047
-274.385057,52,21.758387
-231.49788,52,21.766584
-329.484574,52,21.813268
-265.573822,52,21.821786
-250.438288,52,21.830044
-239.270341,52,21.83839
-272.852224,52,21.846639
-328.338352,52,21.893058
-253.742935,52,21.901451
-253.449545,52,21.909723
-251.375568,52,21.917987
-258.584771,52,21.92618
-255.619398,52,21.972412
-525.402342,52,21.980739
-346.273472,52,21.989182
-272.659709,52,21.997473
-224.21201,52,22.005695
-230.075064,52,22.051457
-333.642285,52,22.059794
-237.050149,52,22.068008
-267.532305,52,22.076232
-232.480901,52,22.084465
-613.352953,52,22.130587
-259.065802,52,22.139052
-247.162468,52,22.147274
-210.749504,52,22.155512
-376.649348,52,22.163655
-249.861819,52,22.210298
-259.394366,52,22.218769
-259.09554,52,22.227034
-285.027464,52,22.235324
-275.476759,52,22.243576
-241.9148,52,22.289997
-254.947724,52,22.298256
-266.901128,52,22.306705
-264.602096,52,22.314963
-670.229909,52,22.323383
-290.474438,52,22.37
-407.928024,52,22.378268
-522.394662,52,22.386664
-253.146331,52,22.394895
-250.194754,52,22.403145
-265.48997,52,22.44924
-262.279959,52,22.45773
-271.016549,52,22.465923
-281.306117,52,22.474081
-267.200701,52,22.482212
-268.330347,52,22.528514
-275.167155,52,22.536794
-327.072209,52,22.54501
-258.923009,52,22.5532
-284.495861,52,22.561345
-282.690511,52,22.607331
-248.517539,52,22.615555
-258.651855,52,22.623841
-285.936493,52,22.632034
-253.235513,52,22.640295
-249.188037,52,22.686794
-260.999946,52,22.695071
-265.613964,52,22.703344
-238.943726,52,22.7115
-258.077463,52,22.719724
-324.639585,52,22.76591
-278.806207,52,22.77433
-255.450196,52,22.78258
-471.332432,52,22.790987
-267.496946,52,22.837215
-263.397602,52,22.845553
-266.765842,52,22.853923
-250.364505,52,22.862157
-264.508301,52,22.870412
-258.66676,52,22.916404
-244.728644,52,22.924858
-269.481454,52,22.933065
-257.293914,52,22.941331
-253.158336,52,22.94949
-258.607065,52,22.995276
-258.611647,52,23.003663
-270.806398,52,23.011907
-247.992342,52,23.020157
-245.950353,52,23.02835
-244.871144,52,23.074588
-499.094728,52,23.08286
-336.844818,52,23.091169
-235.125148,52,23.099633
-305.298706,52,23.10796
-599.428289,52,23.154317
-253.483254,52,23.162648
-229.437015,52,23.171012
-586.115599,52,23.179286
-300.171922,52,23.187663
-417.195106,52,23.234035
-333.385527,52,23.24247
-238.746542,52,23.250726
-287.28001,52,23.258952
-274.906025,52,23.267124
-272.30522,52,23.313089
-252.983909,52,23.321567
-263.770449,52,23.329809
-278.591727,52,23.338213
-321.032122,52,23.346496
-261.362711,52,23.392694
-271.023669,52,23.400901
-280.103105,52,23.409262
-254.313116,52,23.417425
-261.154104,52,23.425819
-247.124313,52,23.472425
-355.614624,52,23.480615
-255.284015,52,23.4889
-234.815076,52,23.497306
-261.876828,52,23.505602
-250.766929,52,23.551622
-254.376532,52,23.55995
-262.792717,52,23.568248
-240.024782,52,23.576471
-243.768869,52,23.584732
-277.15412,52,23.630882
-270.211587,52,23.63933
-276.479612,52,23.647608
-258.502278,52,23.656106
-277.142079,52,23.664338
-236.252463,52,23.710542
-249.909946,52,23.7189
-410.267828,52,23.72715
-327.124294,52,23.735371
-231.852811,52,23.743582
-265.499578,52,23.791746
-212.48963,52,23.800617
-243.421969,52,23.808918
-253.125587,52,23.817055
-313.295898,52,23.868841
-232.197454,52,23.877444
-236.48893,52,23.885771
-266.946564,52,23.894022
-255.849448,52,23.902158
-322.973546,52,23.94926
-252.625234,52,23.957739
-333.842415,52,23.965977
-245.56287,52,23.974233
-269.290167,52,23.982385
-259.389213,52,24.029299
-264.020475,52,24.037752
-249.486756,52,24.04596
-348.001336,52,24.054217
-304.422518,52,24.062396
-261.836393,52,24.108628
-271.424442,52,24.116939
-250.690919,52,24.12533
-285.536169,52,24.133558
-254.001514,52,24.141957
-525.440305,52,24.188372
-258.475089,52,24.196676
-318.330089,52,24.205073
-351.459776,52,24.213366
-251.985775,52,24.221743
-300.710783,52,24.268675
-232.437865,52,24.27692
-253.36135,52,24.285213
-328.168511,52,24.293491
-265.794002,52,24.30172
-255.684987,52,24.348239
-255.091164,52,24.35666
-248.215099,52,24.364882
-224.290679,52,24.373305
-251.036441,52,24.3815
-276.063499,52,24.427979
-288.553013,52,24.436368
-257.051739,52,24.444622
-395.888366,52,24.452897
-436.98344,52,24.461064
-265.586573,52,24.507363
-261.062941,52,24.515599
-304.570473,52,24.524
-226.350694,52,24.532219
-256.806566,52,24.540438
-266.783636,52,24.586883
-300.479098,52,24.595125
-245.942092,52,24.60353
-262.864439,52,24.611758
-271.037239,52,24.620002
-248.723375,52,24.666528
-247.793928,52,24.67496
-248.218214,52,24.683168
-275.992678,52,24.691396
-259.827186,52,24.699557
-256.368319,52,24.745692
-307.854364,52,24.75414
-540.734176,52,24.762337
-241.115375,52,24.77063
-238.922873,52,24.778825
-265.468312,52,24.825539
-259.773725,52,24.833799
-255.692642,52,24.842113
-266.33825,52,24.850294
-330.844351,52,24.896482
-246.806555,52,24.905018
-322.889168,52,24.91328
-266.629748,52,24.921634
-249.742622,52,24.929857
-266.988011,52,24.976023
-248.16819,52,24.984371
-252.15134,52,24.992673
-238.207241,52,25.00088
-227.660432,52,25.00908
-520.153776,52,25.05556
-266.536679,52,25.063861
-248.726331,52,25.072227
-255.372611,52,25.080441
-251.391759,52,25.08863
-238.102977,52,25.13484
-258.795953,52,25.143177
-245.944368,52,25.151379
-279.237663,52,25.159648
-427.22807,52,25.167902
-239.862245,52,25.21425
-242.607835,52,25.222532
-255.074847,52,25.230737
-754.603042,52,25.239131
-331.928441,52,25.247367
-259.471181,52,25.293345
-340.715967,52,25.301719
-219.506168,52,25.309923
-448.295911,52,25.318233
-240.580392,52,25.326557
-254.236245,52,25.373083
-246.690278,52,25.381372
-470.491702,52,25.39012
-259.354001,52,25.398592
-259.048307,52,25.407309
-283.335738,52,25.455586
-272.18262,52,25.463866
-266.964931,52,25.472026
-243.801222,52,25.480204
-276.507455,52,25.488336
-295.47465,52,25.534723
-282.811531,52,25.543085
-274.49822,52,25.551463
-264.163558,52,25.559754
-248.052988,52,25.567951
-256.865507,52,25.614102
-247.484295,52,25.622514
-240.869746,52,25.630755
-282.804365,52,25.639
-239.179416,52,25.647201
-269.738375,52,25.693629
-240.135459,52,25.702019
-342.597487,52,25.710311
-242.451333,52,25.718558
-273.943784,52,25.726714
-318.894975,52,25.772907
-275.41727,52,25.781213
-273.30968,52,25.789663
-259.549306,52,25.797946
-251.214442,52,25.806189
-242.817919,52,25.852937
-269.182119,52,25.861215
-246.857393,52,25.869688
-264.68713,52,25.877944
-264.655526,52,25.924175
-400.60692,52,25.93255
-262.185371,52,25.940988
-254.143036,52,25.949292
-248.497364,52,25.957544
-275.046832,52,26.00473
-227.564135,52,26.012964
-264.029311,52,26.021146
-272.967309,52,26.029579
-257.735362,52,26.038027
-240.728877,52,26.084588
-237.493269,52,26.092931
-272.202587,52,26.101196
-285.260125,52,26.109514
-254.0032,52,26.117731
-272.480616,52,26.163585
-246.308559,52,26.171858
-353.331292,52,26.180021
-259.209856,52,26.188139
-334.952911,52,26.196281
-417.645091,52,26.242394
-356.886552,52,26.250703
-244.416313,52,26.259095
-283.15585,52,26.267326
-267.543266,52,26.275557
-301.834307,52,26.321545
-269.31411,52,26.329796
-257.738254,52,26.338173
-260.02043,52,26.346399
-502.860955,52,26.35483
-264.912252,52,26.400929
-248.815271,52,26.409311
-248.711716,52,26.417483
-387.864075,52,26.425948
-252.131508,52,26.434161
-265.057146,52,26.48022
-254.40209,52,26.488685
-250.73911,52,26.496887
-245.201496,52,26.505271
-309.341747,52,26.513631
-267.706666,52,26.559792
-250.576439,52,26.568151
-244.874333,52,26.576363
-233.503764,52,26.584546
-341.829543,52,26.592729
-244.811572,52,26.639092
-265.619698,52,26.647298
-258.814671,52,26.655733
-269.104781,52,26.663985
-255.783824,52,26.672244
-257.055374,52,26.718252
-527.458985,52,26.726524
-232.775867,52,26.73469
-236.221165,52,26.742796
-270.862981,52,26.751051
-229.174394,52,26.797055
-264.55464,52,26.805445
-266.534728,52,26.813602
-302.273101,52,26.821972
-289.902497,52,26.830166
-590.0249,52,26.876299
-246.65501,52,26.884647
-257.350328,52,26.892959
-346.433715,52,26.901219
-243.169825,52,26.947546
-326.9603,52,26.95604
-300.815286,52,26.964266
-254.389537,52,26.972655
-253.340044,52,26.980925
-335.426201,52,27.027279
-225.80554,52,27.03569
-234.709032,52,27.043893
-255.049728,52,27.05223
-279.587619,52,27.060418
-258.937468,52,27.10654
-299.131247,52,27.114848
-248.082368,52,27.123214
-375.28985,52,27.131439
-254.257417,52,27.139696
-251.019351,52,27.186022
-266.294257,52,27.194269
-252.263023,52,27.202503
-251.337574,52,27.210731
-251.609146,52,27.219079
-336.682418,52,27.265206
-257.209971,52,27.27362
-277.301818,52,27.281803
-299.941617,52,27.290174
-258.517917,52,27.298365
-253.515955,52,27.344536
-240.165755,52,27.352952
-226.288271,52,27.361153
-258.235141,52,27.369434
-226.236636,52,27.377646
-254.952512,52,27.423964
-230.418503,52,27.432206
-364.197593,52,27.440387
-251.02147,52,27.448532
-272.31145,52,27.456881
-306.659592,52,27.503014
-268.378666,52,27.511344
-426.354903,52,27.519744
-234.470211,52,27.527925
-347.374691,52,27.536059
-317.135271,52,27.58191
-243.24479,52,27.590326
-265.147378,52,27.598557
-255.074786,52,27.606743
-248.064243,52,27.614885
-514.007649,52,27.660909
-301.791454,52,27.669291
-453.197979,52,27.677548
-261.106383,52,27.685839
-260.467616,52,27.694095
-255.217116,52,27.740465
-260.42308,52,27.748723
-224.364522,52,27.757021
-281.272787,52,27.765218
-253.185697,52,27.77339
-245.237287,52,27.819753
-232.138675,52,27.827952
-250.637529,52,27.836302
-252.509342,52,27.844465
-238.835814,52,27.852642
-248.797709,52,27.898681
-244.739935,52,27.906881
-241.554669,52,27.915012
-253.87193,52,27.923107
-307.836746,52,27.969287
-286.095541,52,27.977559
-334.456045,52,27.985746
-270.674986,52,27.993843
-326.856308,52,28.002155
-234.106535,52,28.048313
-343.218886,52,28.056764
-253.5597,52,28.06493
-262.519074,52,28.073062
-314.202055,52,28.081186
-250.375312,52,28.127148
-346.897062,52,28.135403
-246.595368,52,28.143533
-265.478976,52,28.151631
-240.522375,52,28.159751
-259.081775,52,28.205787
-258.145667,52,28.214045
-246.558655,52,28.222214
-220.806891,52,28.230375
-240.763139,52,28.23855
-239.469802,52,28.284706
-250.747195,52,28.293055
-544.416322,52,28.301329
-542.158294,52,28.309534
-244.285836,52,28.317748
-582.251026,52,28.363905
-266.79311,52,28.372367
-352.119266,52,28.380639
-235.862483,52,28.388878
-649.345437,52,28.397077
-234.202734,52,28.443513
-241.500541,52,28.45196
-292.181144,52,28.460189
-241.238739,52,28.468503
-233.503415,52,28.47675
-257.548319,52,28.523545
-307.42656,52,28.531824
-238.134886,52,28.540254
-250.123096,52,28.548437
-257.14968,52,28.55687
-264.413754,52,28.603407
-341.618631,52,28.611688
-252.138877,52,28.620051
-255.070121,52,28.628295
-290.342784,52,28.636647
-251.872158,52,28.682826
-288.942945,52,28.691279
-273.972739,52,28.699482
-253.3117,52,28.707768
-256.1114,52,28.71591
-358.13037,52,28.761943
-351.888909,52,28.770405
-427.953403,52,28.778616
-265.037322,52,28.786911
-239.682292,52,28.795105
-356.456034,52,28.841512
-250.369562,52,28.849774
-344.288637,52,28.858083
-277.904652,52,28.866281
-267.190413,52,28.874656
-269.209955,52,28.920786
-246.670238,52,28.928997
-262.109915,52,28.93721
-275.349795,52,28.945352
-273.334617,52,28.991386
-245.597757,52,28.999749
-253.941356,52,29.008175
-285.210142,52,29.0164
-253.308349,52,29.024661
-367.669904,52,29.070809
-282.076378,52,29.079104
-261.340983,52,29.087459
-276.260927,52,29.095689
-271.248257,52,29.103933
-262.357427,52,29.150171
-261.813954,52,29.158615
-440.471177,52,29.166813
-356.08699,52,29.175081
-263.146087,52,29.183224
-252.818087,52,29.229367
-244.404253,52,29.237836
-266.88017,52,29.246042
-277.071829,52,29.254463
-264.868105,52,29.262743
-256.262115,52,29.309027
-267.283347,52,29.317318
-262.77992,52,29.32569
-245.762442,52,29.333918
-242.527348,52,29.342304
-276.753044,52,29.388903
-394.640749,52,29.39712
-275.277219,52,29.405273
-254.20965,52,29.413414
-273.445141,52,29.421775
-253.694528,52,29.467837
-270.350882,52,29.47617
-273.938636,52,29.484555
-255.819214,52,29.492883
-287.93579,52,29.501114
-248.37966,52,29.547802
-269.260946,52,29.556303
-262.356384,52,29.564513
-265.445402,52,29.572919
-238.967655,52,29.581134
-280.39932,52,29.627281
-243.091585,52,29.635762
-244.857549,52,29.644071
-334.417668,52,29.652402
-261.690949,52,29.660623
-250.822745,52,29.706711
-242.279762,52,29.715036
-252.99969,52,29.723458
-240.248033,52,29.73162
-239.554792,52,29.739752
-224.008131,52,29.78597
-237.184639,52,29.794182
-330.996985,52,29.802565
-317.112425,52,29.810779
-303.680694,52,29.819082
-253.651385,52,29.865319
-261.9732,52,29.87374
-330.180449,52,29.882023
-237.846018,52,29.890424
-249.222675,52,29.898654
-263.99593,52,29.944674
-270.808557,52,29.952885
-249.754957,52,29.961053
-337.332426,52,29.969412
-243.795395,52,30.01544
-234.572783,52,30.023872
-289.507566,52,30.03204
-238.596933,52,30.040295
-403.633726,52,30.04848
-255.079427,52,30.095052
-266.120924,52,30.103524
-264.638093,52,30.111731
-268.339283,52,30.11995
-247.144491,52,30.128153
-241.050712,52,30.174677
-237.475376,52,30.182943
-231.353829,52,30.191105
-240.222405,52,30.199241
-231.994166,52,30.207604
-376.555255,52,30.253762
-233.683814,52,30.261988
-246.64203,52,30.270334
-253.145383,52,30.278682
-226.501388,52,30.28695
-240.926066,52,30.333087
-220.14993,52,30.34141
-252.617907,52,30.349566
-222.530987,52,30.357901
-248.120307,52,30.36604
-440.606111,52,30.416428
-350.00681,52,30.425179
-246.309698,52,30.433405
-238.870605,52,30.441613
-359.818702,52,30.449779
-211.681907,52,30.496294
-254.330119,52,30.504762
-356.199655,52,30.513003
-240.701345,52,30.521374
-219.608188,52,30.52993
-423.557137,52,30.576633
-235.833556,52,30.585042
-319.482007,52,30.593367
-231.665009,52,30.601692
-257.867052,52,30.609998
-241.951696,52,30.656249
-476.202468,52,30.66455
-242.090662,52,30.67286
-250.974091,52,30.681091
-238.943892,52,30.689372
-243.982403,52,30.73556
-238.156284,52,30.743899
-297.786352,52,30.752161
-237.90601,52,30.760307
-253.039199,52,30.768464
-262.963272,52,30.814617
-240.459929,52,30.823075
-251.282531,52,30.831311
-258.488675,52,30.839511
-277.63114,52,30.84764
-236.125484,52,30.893546
-234.966934,52,30.901783
-244.456448,52,30.909924
-259.221208,52,30.918095
-234.824628,52,30.926201
-235.000232,52,30.972506
-254.164252,52,30.980699
-370.56293,52,30.989163
-220.562925,52,30.997405
