rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/time_elapsed,time/total_timesteps,time/fps,train/learning_rate,train/value_loss,train/clip_range,train/approx_kl,train/entropy_loss,train/explained_variance,train/loss,train/clip_fraction,train/n_updates,train/policy_gradient_loss
52.0,-327.0270972033898,12,0,3072,3318,0.0003,6343.705993652344,0.2,0.00043849577,-1.5660105109214784,-0.00147247314453125,2971.62158203125,0.0,110,-0.001736642885953188
52.0,-324.71504470312505,13,1,3328,3285,0.0003,7928.1224365234375,0.2,0.0027115154,-1.5635503560304642,-0.0022430419921875,4879.626953125,0.0,120,-0.00641488415421918
52.0,-322.3577363235295,14,1,3584,3242,0.0003,5128.957836914063,0.2,0.0009157525,-1.5486675888299941,-0.0006399154663085938,2647.7763671875,0.0,130,-0.0022371348342858253
52.0,-323.9319004520548,15,1,3840,3209,0.0003,5117.368139648437,0.2,0.000770563,-1.5531854659318924,-0.0008194446563720703,2222.8134765625,0.0,140,-0.0019591633696109056
52.0,-333.55209187179486,16,1,4096,3207,0.0003,14969.7658203125,0.2,0.00062598055,-1.5508221805095672,-0.0013227462768554688,7292.85302734375,0.0,150,-0.003093448525760323
52.0,-331.73267501204816,17,1,4352,3209,0.0003,14856.620629882813,0.2,0.00039240904,-1.546048676967621,-0.00036156177520751953,8209.9677734375,0.0,160,-0.0014354587765410542
52.0,-330.0116448409091,18,1,4608,3211,0.0003,5348.773364257812,0.2,0.00046174717,-1.536785724759102,-0.00020599365234375,2448.63818359375,0.0,170,-0.0011201055778656155
52.0,-327.9343123440861,19,1,4864,3212,0.0003,4829.67109375,0.2,0.0011419607,-1.5347040623426438,-0.0002562999725341797,2389.85986328125,0.0,180,-0.002275977493263781
52.0,-325.69567592857146,20,1,5120,3215,0.0003,4563.535913085938,0.2,0.0048908787,-1.5539690285921097,-0.0002613067626953125,2492.95458984375,0.0,190,-0.006181937782093883
52.0,-325.55502476,21,1,5376,3216,0.0003,4181.834564208984,0.2,0.0035132386,-1.576859700679779,-0.0004271268844604492,2062.103759765625,0.0,200,-0.005621711676940322
52.0,-337.01911863999993,22,1,5632,3218,0.0003,5214.071508789062,0.2,0.0017507058,-1.5827198892831802,-0.0006672143936157227,2737.255126953125,0.0,210,-0.0030984380515292286
52.0,-335.7370755199999,23,1,5888,3219,0.0003,21796.257275390624,0.2,0.0013250725,-1.5827463001012803,-0.0011125802993774414,24694.734375,0.0,220,-0.0041623803786933426
52.0,-335.52750142,24,1,6144,3220,0.0003,5851.034619140625,0.2,0.0005193362,-1.5801500260829926,2.759695053100586e-05,2987.1943359375,0.0,230,-0.001698927383404225
52.0,-333.9929285999999,25,1,6400,3220,0.0003,5112.295874023437,0.2,0.0027894748,-1.5830452591180801,-0.00012683868408203125,2605.808837890625,0.0,240,-0.00666828362736851
52.0,-340.13942455000006,26,2,6656,3221,0.0003,4779.489733886719,0.2,0.0024682826,-1.5870139867067337,-0.0001633167266845703,2234.638427734375,0.0,250,-0.005247529060579836
52.0,-334.65511528999997,27,2,6912,3222,0.0003,14454.446264648437,0.2,0.000449809,-1.586637130379677,-0.0010402202606201172,7628.04833984375,0.0,260,-0.0009045226965099573
52.0,-333.48065755999994,28,2,7168,3222,0.0003,5115.599792480469,0.2,0.0013106337,-1.5842047870159148,-0.00010251998901367188,2550.920654296875,0.0,270,-0.003306226967833936
52.0,-329.88491629,29,2,7424,3223,0.0003,4400.354095458984,0.2,0.003553153,-1.583105355501175,-0.00018393993377685547,2137.89892578125,0.0,280,-0.006778253812808543
52.0,-330.41574605,30,2,7680,3223,0.0003,4572.997033691407,0.2,0.000372648,-1.5826076298952103,-0.00011360645294189453,2129.97705078125,0.0,290,-0.0010980015154927968
52.0,-333.62185674,31,2,7936,3224,0.0003,4610.863256835937,0.2,0.0013833283,-1.5824684470891952,-0.00012445449829101562,2328.235107421875,0.0,300,-0.0028670365689322354
52.0,-336.20416487,32,2,8192,3225,0.0003,28815.70457763672,0.2,0.0016455946,-1.5805519729852677,-0.00021791458129882812,14236.10546875,0.0,310,-0.006731323176063597
52.0,-336.7172215,33,2,8448,3226,0.0003,4352.616186523437,0.2,0.001917237,-1.5775580674409866,-6.73532485961914e-05,1961.5460205078125,0.0,320,-0.003553528361953795
52.0,-336.04042435,34,2,8704,3226,0.0003,4294.993481445313,0.2,0.0047616665,-1.5712668180465699,-0.00032019615173339844,1926.5726318359375,0.00546875,330,-0.009607760305516421
52.0,-334.2171497000001,35,2,8960,3227,0.0003,3747.38310546875,0.2,0.003315503,-1.5486619502305985,-0.0001881122589111328,1843.76611328125,0.0,340,-0.004448281018994749
52.0,-330.55324229000007,36,2,9216,3227,0.0003,4987.472192382813,0.2,0.0021004528,-1.519503340125084,-0.00010609626770019531,2621.820068359375,0.0,350,-0.003665181016549468
52.0,-326.81238163,37,2,9472,3227,0.0003,5159.420495605469,0.2,0.002398809,-1.5048631250858306,-0.0002186298370361328,2236.30224609375,0.0,360,-0.006650364398956299
52.0,-326.12695770000005,38,3,9728,3228,0.0003,4316.561364746094,0.2,0.00262666,-1.5166074812412262,0.00014519691467285156,2300.673095703125,0.0,370,-0.004814549069851637
52.0,-326.85018819,39,3,9984,3229,0.0003,4620.468841552734,0.2,0.0008664513,-1.534510925412178,0.0001589655876159668,2294.3759765625,0.0,380,-0.0018829940003342927
52.0,-330.54579085999995,40,3,10240,3229,0.0003,5074.663238525391,0.2,0.00090749515,-1.5340070486068726,-0.0001882314682006836,2985.651611328125,0.0,390,-0.0024448315845802425
52.0,-333.86159851,41,3,10496,3230,0.0003,9022.553295898437,0.2,0.00036870362,-1.5282850325107575,-2.6464462280273438e-05,4973.30419921875,0.0,400,-0.0013691402971744537
52.0,-322.59156986,42,3,10752,3230,0.0003,11237.79744873047,0.2,0.002178441,-1.5206351578235626,-5.125999450683594e-06,4275.77734375,0.0,410,-0.004969594930298626
52.0,-324.29244502,43,3,11008,3230,0.0003,4462.721948242188,0.2,0.0028673732,-1.4972053915262222,7.665157318115234e-05,2087.9765625,0.0,420,-0.005172360781580209
52.0,-323.91402486,44,3,11264,3230,0.0003,5995.810107421875,0.2,0.0005178978,-1.4973569422960282,-1.3828277587890625e-05,3071.738037109375,0.0,430,-0.0019055038690567016
52.0,-323.50800029,45,3,11520,3231,0.0003,4214.082043457031,0.2,0.0026439503,-1.4814077466726303,-0.00011861324310302734,2154.087158203125,0.0,440,-0.0038250502198934554
52.0,-316.82613973,46,3,11776,3231,0.0003,4140.770159912109,0.2,0.0005711464,-1.4642243832349777,-5.602836608886719e-06,1826.0352783203125,0.0,450,-0.0013003271888010204
52.0,-319.63022567,47,3,12032,3232,0.0003,4102.894152832031,0.2,0.0042710267,-1.471477884054184,-2.5510787963867188e-05,2105.461669921875,0.004296875,460,-0.005895431945100426
52.0,-325.15844706999997,48,3,12288,3232,0.0003,9586.078869628906,0.2,0.0017271114,-1.4799142211675644,-1.3113021850585938e-05,5006.7041015625,0.0,470,-0.0024982547853142022
52.0,-328.18615122000006,49,3,12544,3233,0.0003,14622.58634033203,0.2,0.0019222025,-1.4856323510408402,-0.00013446807861328125,10271.2861328125,0.0,480,-0.005061040073633194
52.0,-327.73390228000005,50,3,12800,3233,0.0003,8881.548181152344,0.2,0.00038467674,-1.4943303018808365,5.9485435485839844e-05,3542.29931640625,0.0,490,-0.0018643785268068313
52.0,-323.4770145,51,4,13056,3233,0.0003,4087.9292053222657,0.2,0.010562299,-1.4889775216579437,3.153085708618164e-05,2202.487060546875,0.054296875,500,-0.01300050902646035
52.0,-317.06905166,52,4,13312,3234,0.0003,3958.8556518554688,0.2,0.003390068,-1.4806982278823853,0.00011789798736572266,2062.5380859375,0.0,510,-0.0037197710713371634
52.0,-318.64079330000004,53,4,13568,3234,0.0003,6085.97763671875,0.2,0.0023186826,-1.4923895359039308,-0.00039696693420410156,2397.30322265625,0.0,520,-0.004507004655897618
52.0,-322.00532002,54,4,13824,3235,0.0003,9636.996630859376,0.2,0.0014529596,-1.511634534597397,3.153085708618164e-05,4904.90283203125,0.0,530,-0.0026779895881190894
52.0,-323.20450106,55,4,14080,3236,0.0003,4122.163232421875,0.2,0.00090770214,-1.5147633880376816,-0.00013339519500732422,2252.343017578125,0.0,540,-0.0027033226331695916
52.0,-323.10507204,56,4,14336,3218,0.0003,8252.24169921875,0.2,0.0052068196,-1.5252287566661835,1.3709068298339844e-06,4650.6826171875,0.0,550,-0.008019043353851885
52.0,-330.02380501000005,57,4,14592,3219,0.0003,3603.183709716797,0.2,0.0013612672,-1.5264413982629776,7.867813110351562e-06,1845.867919921875,0.0,560,-0.0031156132579781117
52.0,-329.85694164,58,4,14848,3219,0.0003,24602.743298339843,0.2,0.00036499393,-1.5127502918243407,-9.775161743164062e-06,5137.30322265625,0.0,570,-0.0015653632231988012
52.0,-342.02673172000004,59,4,15104,3220,0.0003,3797.9683227539062,0.2,0.0017108808,-1.519759401679039,-7.355213165283203e-05,2013.3868408203125,0.0,580,-0.003890444035641849
52.0,-339.66817455000006,60,4,15360,3221,0.0003,45339.54462890625,0.2,0.00067494786,-1.5377823472023011,-9.560585021972656e-05,22191.326171875,0.0,590,-0.001968008908443153
52.0,-332.80521659,61,4,15616,3221,0.0003,3646.5213989257813,0.2,0.009651277,-1.5373792767524719,-1.704692840576172e-05,1776.0882568359375,0.025,600,-0.012505795015022159
52.0,-341.90823988999995,62,4,15872,3221,0.0003,3425.966693115234,0.2,0.00348539,-1.5439148396253586,-0.00019550323486328125,1794.984375,0.004296875,610,-0.006889462773688138
52.0,-343.93343391,63,5,16128,3222,0.0003,28483.23586425781,0.2,0.0010650833,-1.5566637456417083,-6.079673767089844e-06,11338.8837890625,0.0,620,-0.0038695893017575145
52.0,-350.88391661,64,5,16384,3223,0.0003,6532.753625488282,0.2,0.004862843,-1.5623793125152587,-0.00042176246643066406,4203.17236328125,0.000390625,630,-0.007788191537838429
52.0,-351.21388307,65,5,16640,3223,0.0003,28194.206005859374,0.2,0.0014784331,-1.5703740209341048,-0.00012028217315673828,16803.1484375,0.0,640,-0.0039041358511894943
52.0,-353.96772384,66,5,16896,3224,0.0003,4623.231286621094,0.2,0.001290354,-1.570261412858963,8.881092071533203e-06,2271.57861328125,0.0,650,-0.002659599611070007
52.0,-353.57448207,67,5,17152,3224,0.0003,8060.658630371094,0.2,0.00077443477,-1.576902413368225,-0.00037360191345214844,4310.87841796875,0.0,660,-0.0024764765985310078
52.0,-347.42158950000004,68,5,17408,3224,0.0003,4334.756207275391,0.2,0.0012952329,-1.5774419486522675,-5.9604644775390625e-06,2041.5521240234375,0.0,670,-0.0031605131924152376
52.0,-345.87156082999996,69,5,17664,3223,0.0003,6989.169738769531,0.2,0.0027779338,-1.5752731412649155,1.9073486328125e-06,2734.390625,0.001953125,680,-0.00801975664217025
52.0,-345.66849167,70,5,17920,3224,0.0003,3897.6611938476562,0.2,0.0009488133,-1.5777356147766113,2.288818359375e-05,2336.19677734375,0.0,690,-0.0023704402847215533
52.0,-346.64511792999997,71,5,18176,3224,0.0003,4069.3263610839845,0.2,0.0005964078,-1.5774102628231048,-7.259845733642578e-05,1935.4681396484375,0.0,700,-0.002723957784473896
52.0,-345.26149874999993,72,5,18432,3224,0.0003,3987.6339111328125,0.2,0.0024873859,-1.574489250779152,-2.86102294921875e-06,2024.9892578125,0.0,710,-0.003945593745447696
52.0,-346.24899963,73,5,18688,3225,0.0003,3482.109899902344,0.2,0.001993175,-1.5770765721797944,-5.650520324707031e-05,1661.4866943359375,0.0,720,-0.004205357236787677
52.0,-345.02162914,74,5,18944,3225,0.0003,4702.325689697265,0.2,0.001259903,-1.567351821064949,-0.00011265277862548828,2591.218994140625,0.0,730,-0.0025348235154524445
52.0,-345.0125421,75,5,19200,3225,0.0003,6856.58310546875,0.2,0.0046695247,-1.5680373549461364,-1.6689300537109375e-05,4000.60107421875,0.003515625,740,-0.0073072633589617905
52.0,-343.9474922000001,76,6,19456,3225,0.0003,4238.141448974609,0.2,0.0024617768,-1.5623149812221526,-7.62939453125e-05,2302.413330078125,0.0,750,-0.004919926775619388
52.0,-335.55567876999993,77,6,19712,3226,0.0003,4272.6091796875,0.2,0.0038397722,-1.5575199455022812,4.470348358154297e-06,2193.2734375,0.0,760,-0.005356796807609499
52.0,-336.1631666599999,78,6,19968,3226,0.0003,4314.638299560547,0.2,0.00095119164,-1.5462816923856735,5.543231964111328e-06,2028.7469482421875,0.0,770,-0.002177463751286268
52.0,-334.74319729999996,79,6,20224,3226,0.0003,4373.701385498047,0.2,0.0044466984,-1.5298060208559037,-2.276897430419922e-05,2004.1466064453125,0.0,780,-0.007005638256669044
52.0,-324.85769812,80,6,20480,3226,0.0003,4339.011114501953,0.2,0.0019432548,-1.5102269798517227,-2.2649765014648438e-05,2166.9833984375,0.0,790,-0.0033713035518303514
52.0,-327.30648019,81,6,20736,3227,0.0003,4211.459033203125,0.2,0.0011380555,-1.513823240995407,-1.3709068298339844e-05,2136.8251953125,0.0,800,-0.0020306361839175224
52.0,-318.98223391,82,6,20992,3227,0.0003,4647.770843505859,0.2,0.0010657283,-1.503005537390709,-1.2874603271484375e-05,2401.135498046875,0.0,810,-0.0031468696892261506
52.0,-314.04266807,83,6,21248,3227,0.0003,3854.1194580078127,0.2,0.001551541,-1.503724804520607,5.6803226470947266e-05,1936.894775390625,0.0,820,-0.003493151324801147
52.0,-307.7616729,84,6,21504,3227,0.0003,3910.924639892578,0.2,0.0007349127,-1.5056140512228011,-1.2278556823730469e-05,1983.1412353515625,0.0,830,-0.0016690999967977405
52.0,-307.40206446,85,6,21760,3227,0.0003,4249.707495117187,0.2,0.0023326501,-1.504791259765625,-1.71661376953125e-05,1958.419677734375,0.0,840,-0.004318048991262913
52.0,-305.03939887999996,86,6,22016,3228,0.0003,3521.6119873046873,0.2,0.00095185055,-1.51162548661232,-1.919269561767578e-05,1801.3472900390625,0.0,850,-0.0017333018127828836
52.0,-306.22348922,87,6,22272,3228,0.0003,3788.4973571777346,0.2,0.007228345,-1.5315461874008178,-1.6927719116210938e-05,1989.9730224609375,0.02109375,860,-0.007297877315431833
52.0,-304.63750990999995,88,6,22528,3228,0.0003,4452.53755493164,0.2,0.0011681283,-1.5336356163024902,-0.0001131296157836914,2035.405029296875,0.0,870,-0.004329558066092432
52.0,-304.51338852000003,89,7,22784,3229,0.0003,3770.450335693359,0.2,0.005431041,-1.5199818015098572,-3.039836883544922e-05,1865.308837890625,0.01015625,880,-0.00613125714007765
52.0,-303.2994521300001,90,7,23040,3229,0.0003,3482.6641235351562,0.2,0.0022339683,-1.519681990146637,-2.2649765014648438e-06,1847.5831298828125,0.0,890,-0.003080055885948241
52.0,-303.37584713,91,7,23296,3229,0.0003,3484.7041625976562,0.2,0.0005536333,-1.5063958406448363,1.2993812561035156e-05,1947.3634033203125,0.0,900,-0.001402354845777154
52.0,-304.14526012000005,92,7,23552,3229,0.0003,4156.176684570312,0.2,0.0011864221,-1.4986010670661927,4.112720489501953e-06,1950.9732666015625,0.0,910,-0.003410626098047942
52.0,-306.30400306,93,7,23808,3229,0.0003,4132.211285400391,0.2,0.00038501504,-1.4967826545238494,-3.600120544433594e-05,1998.072265625,0.0,920,-0.001110310817603022
52.0,-303.04516399,94,7,24064,3229,0.0003,10906.598559570313,0.2,0.00064498256,-1.515293374657631,-0.00010335445404052734,4759.57861328125,0.0,930,-0.002261557709425688
52.0,-301.4716112,95,7,24320,3230,0.0003,3246.7974365234377,0.2,0.006607994,-1.5086133867502212,2.372264862060547e-05,1695.724365234375,0.01484375,940,-0.00806104198563844
52.0,-300.1923668,96,7,24576,3230,0.0003,2778.7870239257813,0.2,0.003972279,-1.4894220322370528,4.786252975463867e-05,1385.4986572265625,0.0,950,-0.0034258515806868672
52.0,-300.28902508,97,7,24832,3230,0.0003,4019.4489929199217,0.2,0.0024759723,-1.4765047192573548,-1.4066696166992188e-05,1961.3638916015625,0.0,960,-0.0037794784060679377
52.0,-306.51837923,98,7,25088,3230,0.0003,6222.965246582031,0.2,0.00015139836,-1.5096588432788849,-2.6345252990722656e-05,2489.066650390625,0.0,970,-0.0007729351986199617
52.0,-311.28510844,99,7,25344,3231,0.0003,12367.40732421875,0.2,0.0016450456,-1.512545755505562,-9.739398956298828e-05,7129.8349609375,0.0,980,-0.0037566909333691
52.0,-311.5121851,100,7,25600,3231,0.0003,11050.94351196289,0.2,0.006800388,-1.5295930981636048,-9.953975677490234e-05,7293.41015625,0.002734375,990,-0.008187157497741283
52.0,-310.24069685,101,8,25856,3224,0.0003,3299.1798706054688,0.2,0.0032048724,-1.541224592924118,3.820657730102539e-05,1719.77294921875,0.0,1000,-0.00557979354634881
52.0,-309.15689397,102,8,26112,3210,0.0003,3464.4599548339843,0.2,0.00073348405,-1.5401589214801787,8.702278137207031e-06,1481.3370361328125,0.0,1010,-0.0021761058829724788
52.0,-311.95030248,103,8,26368,3210,0.0003,3379.8481994628905,0.2,0.0021695541,-1.5327967405319214,-1.6689300537109375e-05,1794.9595947265625,0.0,1020,-0.003911382937803865
52.0,-311.2011577,104,8,26624,3210,0.0003,6293.1205383300785,0.2,0.0012053256,-1.5326811224222183,4.827976226806641e-06,2698.009765625,0.0,1030,-0.004314762377180159
52.0,-311.49765842,105,8,26880,3210,0.0003,4232.322888183594,0.2,0.008234164,-1.5338130086660384,-0.0002332925796508789,2313.42236328125,0.051953125,1040,-0.009751232946291566
52.0,-311.91419141,106,8,27136,3211,0.0003,4086.9591064453125,0.2,0.0010122298,-1.5279138147830964,-4.5299530029296875e-06,1905.1141357421875,0.0,1050,-0.001974798331502825
52.0,-311.55196090000004,107,8,27392,3211,0.0003,3685.5623107910155,0.2,0.00090286066,-1.5236932784318924,4.291534423828125e-06,1699.5845947265625,0.0,1060,-0.0034382292069494724
52.0,-310.83836283999995,108,8,27648,3211,0.0003,3580.164678955078,0.2,0.0025734038,-1.5205264568328858,-3.5762786865234375e-06,1793.688232421875,0.0,1070,-0.005243090295698494
52.0,-309.7190377,109,8,27904,3212,0.0003,3993.637316894531,0.2,0.0035380607,-1.5196708500385285,-0.00010967254638671875,2052.697509765625,0.0,1080,-0.004478182294405997
52.0,-312.19741392,110,8,28160,3212,0.0003,3151.4349609375,0.2,0.0073666745,-1.4846393853425979,8.344650268554688e-07,1362.1513671875,0.0046875,1090,-0.009656409104354679
52.0,-311.32888137,111,8,28416,3212,0.0003,6418.313562011719,0.2,0.0019660187,-1.517754852771759,-4.661083221435547e-05,2793.17626953125,0.0,1100,-0.003346956288442016
52.0,-309.52955336,112,8,28672,3213,0.0003,2833.3970642089844,0.2,0.0026606626,-1.5121089696884156,-1.049041748046875e-05,1361.1590576171875,0.0,1110,-0.002993380115367472
52.0,-312.82355284,113,9,28928,3213,0.0003,2985.5811157226562,0.2,0.0013052889,-1.509947243332863,7.033348083496094e-06,1425.5528564453125,0.0,1120,-0.0034957287483848632
52.0,-309.41284512000004,114,9,29184,3213,0.0003,6307.922937011719,0.2,0.008187283,-1.522408676147461,-2.86102294921875e-06,2976.77099609375,0.03828125,1130,-0.010942994942888617
52.0,-308.97100399000004,115,9,29440,3214,0.0003,3203.916229248047,0.2,0.00085789897,-1.5548606932163238,-3.933906555175781e-05,1461.4510498046875,0.0,1140,-0.0017029093578457832
52.0,-311.24536220000005,116,9,29696,3214,0.0003,2872.0720336914064,0.2,0.002072856,-1.552575695514679,1.049041748046875e-05,1430.7684326171875,0.0,1150,-0.004148501460440457
52.0,-316.61154104,117,9,29952,3214,0.0003,6173.6539306640625,0.2,0.0041999063,-1.5385723382234573,-2.86102294921875e-06,2940.82763671875,0.002734375,1160,-0.007403670065104962
52.0,-307.98659969,118,9,30208,3215,0.0003,8051.81142578125,0.2,0.01293054,-1.5343079835176467,-7.3909759521484375e-06,4530.8017578125,0.059765625,1170,-0.019417011574842036
52.0,-302.26488444,119,9,30464,3215,0.0003,3317.6692810058594,0.2,0.0028523363,-1.5259820371866226,2.008676528930664e-05,1659.9742431640625,0.0,1180,-0.005929983826354146
52.0,-301.79988884,120,9,30720,3216,0.0003,3350.323205566406,0.2,0.0015113107,-1.508693027496338,1.728534698486328e-05,1849.596923828125,0.0,1190,-0.0037703548558056356
52.0,-304.49577993,121,9,30976,3216,0.0003,3612.9000610351563,0.2,0.0038920217,-1.514464184641838,2.384185791015625e-06,1523.1202392578125,0.0015625,1200,-0.008298290031962096
52.0,-306.01123896,122,9,31232,3216,0.0003,5656.401776123047,0.2,0.0032730866,-1.509869635105133,-1.5497207641601562e-06,2566.266357421875,0.0,1210,-0.004454674466978758
52.0,-303.78985096,123,9,31488,3216,0.0003,3619.589910888672,0.2,0.0015256505,-1.5001011192798615,-4.410743713378906e-06,1755.23291015625,0.0,1220,-0.002367336885072291
52.0,-304.51761054,124,9,31744,3216,0.0003,3432.639599609375,0.2,0.0010163204,-1.4967088878154755,-1.239776611328125e-05,1622.3900146484375,0.0,1230,-0.0018518439028412104
52.0,-305.70123593999995,125,9,32000,3217,0.0003,3529.5278381347657,0.2,0.0009329966,-1.4861762821674347,-2.5033950805664062e-06,1732.86083984375,0.0,1240,-0.0013307599350810052
52.0,-305.46749883,126,10,32256,3217,0.0003,4377.913006591797,0.2,0.008255139,-1.4820384204387664,-3.1828880310058594e-05,2450.10107421875,0.029296875,1250,-0.01278993176529184
52.0,-304.76668623,127,10,32512,3217,0.0003,3206.4823608398438,0.2,0.009178237,-1.4778073757886887,-1.0728836059570312e-06,1741.4583740234375,0.019140625,1260,-0.008556781453080475
52.0,-303.38126966,128,10,32768,3217,0.0003,2871.739361572266,0.2,0.009748902,-1.4971587806940079,0.0,1399.3455810546875,0.0265625,1270,-0.010117835621349514
52.0,-303.06405116999997,129,10,33024,3217,0.0003,2898.677655029297,0.2,0.001295913,-1.5084191709756851,3.3974647521972656e-06,1345.1673583984375,0.0,1280,-0.0016284665907733142
52.0,-301.95569187000007,130,10,33280,3218,0.0003,3065.9450073242188,0.2,0.0028923608,-1.4915014326572418,1.627206802368164e-05,1594.951171875,0.0,1290,-0.0031905188225209713
52.0,-302.97255381,131,10,33536,3217,0.0003,3658.2067138671873,0.2,0.0015871823,-1.4876483231782913,5.4836273193359375e-06,1555.710693359375,0.0,1300,-0.004475030186586082
52.0,-304.27650897,132,10,33792,3217,0.0003,4307.230035400391,0.2,0.00080055185,-1.4745198339223862,-5.900859832763672e-05,2411.43212890625,0.0,1310,-0.002820106269791722
52.0,-302.6903883,133,10,34048,3217,0.0003,2898.4434509277344,0.2,0.006335739,-1.463200455904007,2.467632293701172e-05,1399.7469482421875,0.023828125,1320,-0.005265319393947721
52.0,-306.6535606,134,10,34304,3218,0.0003,2641.0456420898436,0.2,0.014137597,-1.4557490944862366,2.574920654296875e-05,1251.42431640625,0.073046875,1330,-0.01230274299159646
52.0,-307.68743674999996,135,10,34560,3218,0.0003,25668.23504638672,0.2,0.0009920916,-1.4558320373296738,-8.64267349243164e-05,16879.96484375,0.0,1340,-0.004052185476757586
52.0,-307.19916022,136,10,34816,3218,0.0003,4030.2090423583986,0.2,0.010154401,-1.4684431582689286,-2.5033950805664062e-05,1639.771484375,0.04453125,1350,-0.009985438897274435
52.0,-304.37279254,137,10,35072,3218,0.0003,4791.849035644531,0.2,0.005882906,-1.504753941297531,-7.271766662597656e-05,2274.32861328125,0.00625,1360,-0.006005109823308885
52.0,-303.72748242,138,10,35328,3218,0.0003,4019.6998779296873,0.2,0.0016651377,-1.4935902893543243,-1.7404556274414062e-05,1818.366455078125,0.0,1370,-0.0031955976970493793
52.0,-303.75548612999995,139,11,35584,3219,0.0003,2579.026336669922,0.2,0.0014696608,-1.4927520334720612,-7.510185241699219e-06,1225.904052734375,0.0,1380,-0.0031727411318570376
52.0,-302.19275655,140,11,35840,3219,0.0003,2655.1001586914062,0.2,0.0063830963,-1.4756027728319168,-1.9073486328125e-06,1366.7344970703125,0.02890625,1390,-0.007209667377173901
52.0,-304.24576859999996,141,11,36096,3217,0.0003,2482.858612060547,0.2,0.00921009,-1.4396790355443954,1.6570091247558594e-05,1164.2777099609375,0.066015625,1400,-0.011183620209340005
52.0,-301.02663777000004,142,11,36352,3213,0.0003,9644.877856445313,0.2,0.013017502,-1.4706815034151077,-3.3974647521972656e-05,4148.3427734375,0.0734375,1410,-0.012440880108624697
52.0,-304.13544139999993,143,11,36608,3210,0.0003,2993.1170959472656,0.2,0.008912833,-1.4683849960565567,-4.3272972106933594e-05,1615.8614501953125,0.042578125,1420,-0.008612990751862526
52.0,-303.86909592,144,11,36864,3210,0.0003,12241.105432128907,0.2,0.0035663361,-1.4797735124826432,-0.00021469593048095703,6822.78076171875,0.0,1430,-0.005644842388574034
52.0,-303.50943648,145,11,37120,3210,0.0003,3026.7576599121094,0.2,0.007781991,-1.4848955065011977,-7.152557373046875e-06,1454.199951171875,0.02109375,1440,-0.010128220543265343
52.0,-300.96636409999996,146,11,37376,3210,0.0003,3148.512585449219,0.2,0.013143182,-1.4679993987083435,5.245208740234375e-06,1423.5111083984375,0.068359375,1450,-0.012990889139473438
52.0,-301.00946783,147,11,37632,3210,0.0003,2913.560656738281,0.2,0.0058157677,-1.4792358487844468,-1.3113021850585938e-06,1316.8160400390625,0.00703125,1460,-0.011055972310714424
52.0,-304.21092636000003,148,11,37888,3210,0.0003,2532.293914794922,0.2,0.008356966,-1.464423742890358,1.806020736694336e-05,1293.2454833984375,0.0375,1470,-0.008072558470303193
52.0,-304.39584984,149,11,38144,3210,0.0003,8709.687915039063,0.2,0.00040122005,-1.447830891609192,-1.6570091247558594e-05,6256.3193359375,0.0,1480,-0.0021093179704621432
