#{"t_start": 1785149368.139254, "env_id": "None"}
r,l,t
-497.494625,52,15.480228
-444.714902,52,15.492491
-328.334279,52,15.504556
-701.940477,52,15.517557
-343.215112,52,15.529539
-346.298437,52,15.54136
-1175.628482,52,15.553338
-364.630883,52,15.56567
-449.230371,52,15.578289
-204.836055,52,15.590518
-338.412326,52,15.602345
-431.997423,52,15.615171
-577.474042,52,15.627381
-307.138129,52,15.6393
-405.991207,52,15.651121
-401.034686,52,15.663224
-1370.594996,52,15.67556
-292.525955,52,15.687552
-214.146272,52,15.699397
-1147.721336,52,15.711876
-656.12958,52,15.724033
-810.955648,52,15.736049
-543.846896,52,15.747907
-481.351378,52,15.760257
-723.562726,52,15.772485
-251.666913,52,15.784789
-587.95962,52,15.796721
-646.886574,52,15.809627
-401.10386,52,15.822011
-1517.701104,52,15.83395
-276.849054,52,15.845692
-1236.308933,52,15.857893
-730.542925,52,15.870264
-237.391188,52,15.88209
-362.276187,52,15.894283
-889.40472,52,15.906884
-236.992491,52,15.919416
-439.356505,52,15.931267
-233.675402,52,15.943231
-342.40788,52,15.95679
-585.404851,52,15.970301
-287.879217,52,15.98329
-734.492599,52,15.996431
-550.065652,52,16.021604
-787.11014,52,16.051122
-1012.438303,52,16.065085
-334.920257,52,16.079035
-242.397376,52,16.09433
-761.31885,52,16.108513
-441.60894,52,16.12258
-663.885232,52,16.135844
-264.280916,52,16.151777
-442.374477,52,16.166362
-441.68937,52,16.179736
-253.850921,52,16.191959
-544.570185,52,16.205036
-462.73835,52,16.21697
-756.436905,52,16.228921
-383.790285,52,16.241019
-447.362605,52,16.253602
-419.22829,52,16.265612
-504.772681,52,16.277808
-402.970501,52,16.289887
-196.859082,52,16.302707
-253.115329,52,16.314795
-174.693315,52,16.326747
-302.923313,52,16.338698
-194.861298,52,16.350655
-270.390908,52,16.363082
-155.89033,52,16.375491
-378.817048,52,16.387611
-614.529938,52,16.400667
-166.752484,52,16.412774
-431.266008,52,16.424764
-165.694746,52,16.436736
-505.58657,52,16.448913
-222.020215,52,16.461351
-553.12725,52,16.473542
-335.988856,52,16.485518
-724.468492,52,16.498151
-244.301076,52,16.510454
-212.268857,52,16.522463
-493.221455,52,16.534466
-594.344393,52,16.546828
-751.423657,52,16.559225
-630.712757,52,16.571393
-194.025307,52,16.58333
-1220.239477,52,16.596221
-427.941601,52,16.608327
-300.04551,52,16.620369
-249.526281,52,16.632401
-181.526015,52,16.644737
-584.489717,52,16.657269
-368.596996,52,16.669464
-182.764907,52,16.681412
-834.029901,52,16.694104
-215.888168,52,16.706301
-667.954434,52,16.718422
-411.723651,52,16.730343
-202.627938,52,16.742712
-311.932538,52,16.755289
-633.606902,52,16.76753
-697.069749,52,16.779446
-163.893132,52,16.792007
-1066.184803,52,16.804314
-393.503347,52,16.816193
-247.686895,52,16.82815
-182.940183,52,16.840258
-448.916388,52,16.852632
-619.910925,52,16.86461
-644.322429,52,16.876665
-194.166679,52,16.88956
-359.24249,52,16.901704
-356.934206,52,16.913609
-274.893747,52,16.925731
-254.496242,52,16.938426
-508.189984,52,16.950335
-427.729004,52,16.962405
-221.76953,52,16.974142
-338.816443,52,16.986973
-457.467814,52,16.998985
-574.256061,52,17.011145
-249.579257,52,17.023069
-369.133975,52,17.035634
-417.002238,52,17.047757
-450.610124,52,17.060026
-563.330598,52,17.072028
-287.566433,52,17.0849
-481.647833,52,17.097118
-445.363748,52,17.109038
-194.912049,52,17.120841
-226.90706,52,17.132953
-210.478342,52,17.1453
-424.667805,52,17.157601
-413.418376,52,17.169622
-689.168556,52,17.182027
-713.022292,52,17.19413
-330.021024,52,17.205967
-266.685973,52,17.21775
-475.893751,52,17.229801
-358.303327,52,17.242134
-656.185875,52,17.254436
-242.774643,52,17.266373
-311.118526,52,17.2789
-334.942418,52,17.291213
-374.012769,52,17.303111
-138.736947,52,17.315031
-392.6708,52,17.327332
-227.591909,52,17.339501
-512.26468,52,17.351648
-409.457559,52,17.363433
-527.095476,52,17.376229
-279.668919,52,17.388395
-294.409147,52,17.400384
-728.748558,52,17.412492
-328.305852,52,17.42478
-574.121696,52,17.437114
-166.228123,52,17.44912
-156.27054,52,17.461405
-269.519718,52,17.473971
-407.447359,52,17.485975
-330.654453,52,17.497844
-925.26911,52,17.509738
-256.035337,52,17.52258
-828.775971,52,17.534825
-350.972453,52,17.546866
-794.180335,52,17.558624
-265.254435,52,17.571556
-337.087707,52,17.58348
-283.222773,52,17.595313
-507.240637,52,17.607257
-883.158042,52,17.61993
-765.588066,52,17.631875
-342.811733,52,17.644105
-307.461356,52,17.656043
-336.523581,52,17.669049
-506.5862,52,17.681051
-386.756707,52,17.692982
-345.975952,52,17.705078
-293.138464,52,17.71762
-305.512425,52,17.729705
-308.160961,52,17.74211
-392.328761,52,17.753882
-429.260706,52,17.766719
-178.783941,52,17.778952
-456.293107,52,17.790755
-206.583088,52,17.802744
-743.666688,52,17.815143
-376.42205,52,17.827349
-690.638954,52,17.839537
-307.857416,52,17.85142
-274.144314,52,17.864252
-202.024187,52,17.876293
-692.541657,52,17.888234
-142.574278,52,17.899994
-257.596502,52,17.912154
-211.715553,52,17.92479
-313.070712,52,17.937095
-278.048099,52,17.949142
-766.636224,52,17.961879
-348.736344,52,17.974009
-423.620834,52,17.98586
-772.325468,52,17.997764
-633.091621,52,18.010165
-881.756238,52,18.022726
-386.106348,52,18.035005
-480.767181,52,18.04702
-380.295813,52,18.059792
-308.676728,52,18.072182
-494.271228,52,18.084198
-346.47919,52,18.09616
-224.588036,52,18.108297
-541.274207,52,18.120543
-326.850994,52,18.132541
-224.108404,52,18.144736
-259.607019,52,18.157543
-439.957339,52,18.169895
-738.245423,52,18.181955
-358.516424,52,18.193779
-332.658432,52,18.205892
-233.103159,52,18.218016
-709.392718,52,18.230204
-520.317164,52,18.242511
-239.349907,52,18.255084
-218.812457,52,18.267066
-286.150046,52,18.27899
-359.790777,52,18.291046
-329.879211,52,18.303894
-225.035496,52,18.315883
-283.489715,52,18.327763
-321.992692,52,18.339699
-460.645336,52,18.352474
-167.589312,52,18.364583
-481.415103,52,18.376872
-362.509074,52,18.388813
-228.395079,52,18.401666
-689.677806,52,18.413692
-719.835714,52,18.425514
-432.907569,52,18.437153
-538.99747,52,18.44943
-308.785647,52,18.46178
-464.877516,52,18.473998
-659.687372,52,18.48601
-702.805195,52,18.49862
-639.008513,52,18.510887
-626.260962,52,18.522823
-325.548198,52,18.534636
-462.771389,52,18.547008
-234.252151,52,18.559068
-281.460843,52,18.571264
-514.937421,52,18.583419
-590.793783,52,18.596454
-598.441152,52,18.608617
-493.897963,52,18.620677
-565.821902,52,18.632751
-311.938331,52,18.644744
-422.899607,52,18.657086
-307.673374,52,18.669423
-558.649846,52,18.681204
-237.405562,52,18.694355
-321.097386,52,18.706992
-528.532642,52,18.719219
-261.589929,52,18.731085
-373.393706,52,18.743343
-386.441744,52,18.755837
-394.368233,52,18.768127
-154.483355,52,18.780058
-204.334112,52,18.792831
-269.542091,52,18.805113
-490.227086,52,18.817061
-509.446659,52,18.828771
-476.843207,52,18.841032
-195.970631,52,18.853406
-518.417512,52,18.865248
-512.109299,52,18.877606
-493.64584,52,18.890437
-426.278675,52,18.90283
-566.147082,52,18.914839
-176.306284,52,18.927026
-254.549539,52,18.939331
-465.60996,52,18.951549
-538.020955,52,18.963849
-339.697149,52,18.975969
-203.461011,52,18.98864
-211.361636,52,19.000743
-147.816766,52,19.012666
-298.110541,52,19.024753
-187.090331,52,19.037665
-175.819358,52,19.049749
-245.627081,52,19.061605
-136.439528,52,19.073562
-356.927736,52,19.086078
-168.477815,52,19.098031
-155.155534,52,19.110309
-193.0535,52,19.122445
-518.760781,52,19.135286
-159.191786,52,19.147359
-261.840015,52,19.159416
-563.763619,52,19.171237
-261.060106,52,19.183464
-876.874395,52,19.195752
-321.578924,52,19.208135
-261.193791,52,19.220096
-389.887314,52,19.232472
-529.090181,52,19.244801
-225.761671,52,19.256679
-477.57287,52,19.268662
-349.131847,52,19.281089
-420.416799,52,19.293407
-191.446223,52,19.305714
-451.32099,52,19.317549
-167.051083,52,19.330492
-215.793434,52,19.342809
-252.681756,52,19.35466
-212.197094,52,19.366555
-415.233753,52,19.378702
-189.395623,52,19.390797
-474.687387,52,19.403076
-919.489798,52,19.414884
-417.953614,52,19.427553
-398.260936,52,19.439869
-234.314608,52,19.451917
-215.091308,52,19.463662
-268.854443,52,19.475554
-396.871419,52,19.487819
-183.065307,52,19.499881
-187.480229,52,19.512136
-223.559233,52,19.524649
-324.314686,52,19.536849
-644.521739,52,19.548694
-409.563645,52,19.560708
-246.73937,52,19.573009
-216.121212,52,19.585313
-498.388909,52,19.597382
-641.359772,52,19.60954
-325.873844,52,19.621941
-535.14929,52,19.634068
-266.466924,52,19.646095
-294.433895,52,19.657877
-473.330215,52,19.670552
-158.280476,52,19.682617
-224.307491,52,19.694716
-508.334462,52,19.706657
-173.205977,52,19.719278
-369.566268,52,19.731235
-218.162689,52,19.743485
-218.228025,52,19.755439
-152.408762,52,19.768201
-183.74247,52,19.780179
-218.146301,52,19.79207
-377.500011,52,19.804024
-268.230543,52,19.816069
-289.908195,52,19.828636
-372.564105,52,19.840646
-427.468517,52,19.852638
-648.565004,52,19.865153
-203.923931,52,19.877372
-251.815776,52,19.889235
-270.699453,52,19.901052
-416.044582,52,19.913158
-353.402226,52,19.925532
-168.032167,52,19.937991
-243.687616,52,19.94987
-164.638766,52,19.962534
-190.627533,52,19.974793
-578.807565,52,19.986648
-194.03779,52,19.998592
-168.176305,52,20.010663
-252.168342,52,20.022879
-157.75861,52,20.034934
-246.497791,52,20.046897
-361.634641,52,20.05974
-203.441768,52,20.072019
-216.415772,52,20.083918
-184.022165,52,20.095843
-359.677656,52,20.108034
-180.789038,52,20.12019
-270.87028,52,20.132109
-640.426153,52,20.14425
-372.027163,52,20.157067
-253.191011,52,20.169066
-261.389341,52,20.181014
-626.794006,52,20.193003
-229.30755,52,20.205653
-299.050311,52,20.217735
-303.020804,52,20.229655
-312.329516,52,20.2415
-433.182257,52,20.254039
-250.208595,52,20.266137
-464.156622,52,20.278052
-313.540611,52,20.290019
-465.325353,52,20.302616
-197.781528,52,20.314504
-618.902214,52,20.326714
-201.178073,52,20.338773
-259.086591,52,20.351415
-350.731475,52,20.363334
-233.490839,52,20.375151
-374.966609,52,20.386916
-285.778678,52,20.398934
-248.582878,52,20.411055
-184.137127,52,20.423244
-388.802362,52,20.435269
-798.541802,52,20.447931
-470.453347,52,20.460297
-388.198077,52,20.472041
-553.77701,52,20.483898
-302.636106,52,20.496031
-215.014034,52,20.508206
-248.221595,52,20.520408
-586.916203,52,20.532254
-246.623827,52,20.545152
-382.982453,52,20.557361
-277.243727,52,20.569448
-307.931816,52,20.581274
-680.247019,52,20.593496
-349.411484,52,20.606055
-497.165126,52,20.618169
-437.12886,52,20.629893
-180.936809,52,20.64241
-149.752177,52,20.65474
-412.701698,52,20.666838
-206.634984,52,20.678526
-331.627594,52,20.690587
-555.737939,52,20.702609
-184.287546,52,20.714678
-268.651393,52,20.726811
-230.414263,52,20.739717
-618.346785,52,20.752044
-387.536798,52,20.763994
-576.192809,52,20.775878
-679.950507,52,20.788736
-651.669332,52,20.800872
-250.544995,52,20.81285
-209.89549,52,20.82485
-193.615599,52,20.837753
-344.591579,52,20.84954
-484.501987,52,20.86151
-444.339144,52,20.873481
-506.300843,52,20.886058
-313.759451,52,20.89798
-217.422117,52,20.90986
-357.166274,52,20.921854
-567.107915,52,20.934876
-480.909455,52,20.946852
-709.384768,52,20.958615
-570.146671,52,20.970611
-381.759316,52,20.982864
-230.791011,52,20.995139
-250.102414,52,21.00758
-231.964663,52,21.020971
-242.487171,52,21.035409
-280.238939,52,21.04831
-171.077186,52,21.060427
-298.772279,52,21.072274
-274.720643,52,21.084931
-313.88598,52,21.097102
-215.007893,52,21.109249
-378.981165,52,21.121426
-329.799356,52,21.13432
-257.341781,52,21.146293
-337.631598,52,21.158327
-204.864859,52,21.170338
-306.306345,52,21.182354
-222.998973,52,21.194807
-228.168185,52,21.206884
-348.165454,52,21.218955
-238.29528,52,21.231422
-264.552182,52,21.243584
-186.490841,52,21.255393
-579.291331,52,21.267282
-372.856027,52,21.279446
-539.991557,52,21.291901
-355.956145,52,21.303811
-231.816322,52,21.315773
-349.978031,52,21.328441
-550.522598,52,21.340772
-325.893975,52,21.352706
-221.985484,52,21.364297
-202.265215,52,21.376425
-605.598748,52,21.388756
-267.936792,52,21.400948
-218.521041,52,21.412803
-251.132576,52,21.425628
-242.665459,52,21.438066
-656.962929,52,21.449895
-291.042938,52,21.461645
-238.202676,52,21.473966
-420.036451,52,21.486346
-529.305005,52,21.498432
-439.915729,52,21.510718
-358.81829,52,21.523405
-468.47493,52,21.535773
-241.059441,52,21.547776
-352.881349,52,21.559606
-261.157333,52,21.572514
-340.015597,52,21.584539
-495.191957,52,21.596471
-470.907369,52,21.608263
-215.973909,52,21.621028
-443.151057,52,21.63321
-419.367015,52,21.645128
-245.672494,52,21.656952
-251.732652,52,21.66966
-252.998561,52,21.681414
-245.668619,52,21.693793
-563.42657,52,21.705834
-495.625571,52,21.718672
-355.836426,52,21.730612
-674.654984,52,21.742605
-726.696967,52,21.754433
-300.726769,52,21.76657
-420.381142,52,21.779129
-302.490815,52,21.791329
-242.104986,52,21.803306
-481.565063,52,21.815857
-592.902564,52,21.828247
-551.125946,52,21.840281
-329.287125,52,21.852333
-842.133567,52,21.864488
-298.886195,52,21.876663
-237.012485,52,21.888695
-525.73587,52,21.900483
-329.393217,52,21.913342
-227.80585,52,21.92559
-386.192177,52,21.937482
-876.457133,52,21.949416
-546.870219,52,21.961581
-202.388395,52,21.973855
-492.827276,52,21.986089
-367.499598,52,21.997701
-257.005374,52,22.010587
-279.938582,52,22.022822
-322.932516,52,22.034885
-439.744572,52,22.046693
-235.554893,52,22.058934
-442.388233,52,22.070943
-185.341823,52,22.082746
-596.947765,52,22.094917
-520.716642,52,22.107611
-370.776099,52,22.119848
-488.659156,52,22.131783
-332.394844,52,22.143771
-288.096761,52,22.156
-402.671068,52,22.168369
-353.861642,52,22.180488
-339.5813,52,22.192638
-282.349368,52,22.205509
-305.498999,52,22.220369
-173.343824,52,22.232244
-239.5701,52,22.244089
-326.961789,52,22.256726
-643.272862,52,22.268982
-411.75662,52,22.281089
-598.469988,52,22.293357
-210.03815,52,22.306135
-391.91556,52,22.318487
-645.339633,52,22.330217
-175.802562,52,22.341978
-423.928446,52,22.354759
-270.407775,52,22.366829
-453.129901,52,22.378772
-272.299464,52,22.39089
-239.112376,52,22.403332
-545.635979,52,22.415279
-413.034625,52,22.427507
-209.618223,52,22.439413
-193.405664,52,22.452529
-208.454557,52,22.464552
-234.831082,52,22.476425
-401.234428,52,22.488435
-342.925917,52,22.500987
-523.574273,52,22.513406
-334.709273,52,22.525618
-276.487165,52,22.537554
-281.926277,52,22.550255
-361.368856,52,22.562247
-254.445598,52,22.574011
-292.307465,52,22.585917
-213.64236,52,22.597891
-351.369482,52,22.610432
-346.216691,52,22.622847
-282.186126,52,22.634836
-198.10233,52,22.647519
-201.001078,52,22.65966
-398.469173,52,22.671541
-251.533127,52,22.68338
-236.202425,52,22.695484
-195.932966,52,22.707708
-350.384057,52,22.719839
-517.278003,52,22.731901
-268.594034,52,22.74468
-373.47053,52,22.756845
-327.089599,52,22.768734
-359.994546,52,22.780716
-225.60236,52,22.792842
-237.659372,52,22.805032
-320.018721,52,22.817011
-224.376152,52,22.829056
-287.34912,52,22.84179
-482.677445,52,22.853999
-189.674526,52,22.866113
-631.679449,52,22.878033
-421.975558,52,22.890272
-180.270584,52,22.902507
-460.708619,52,22.914524
-422.524549,52,22.926676
-293.240128,52,22.93946
-222.967464,52,22.951781
-295.489075,52,22.963789
-335.818431,52,22.975472
-363.437392,52,22.988649
-430.046631,52,23.000735
-718.356205,52,23.012695
-343.635002,52,23.024597
-527.433376,52,23.037115
-670.753102,52,23.049099
-221.938742,52,23.061137
-565.949495,52,23.073002
-278.882038,52,23.08591
-470.104467,52,23.097911
-184.670015,52,23.10958
-244.247782,52,23.121377
-155.975284,52,23.133435
-190.255807,52,23.145456
-237.892696,52,23.157668
-534.951335,52,23.169489
-332.506223,52,23.1823
-453.355337,52,23.194446
-329.811694,52,23.206268
-305.257916,52,23.218181
-272.952178,52,23.230373
-416.515731,52,23.242768
-202.895759,52,23.255045
-356.08235,52,23.266953
-561.142722,52,23.279751
-187.45174,52,23.291948
-244.3221,52,23.303888
-194.684855,52,23.315592
-205.413784,52,23.327922
-365.666617,52,23.340253
-216.343881,52,23.352325
-300.25144,52,23.36404
-194.441736,52,23.376637
-353.649723,52,23.38913
-350.305676,52,23.40111
-281.821414,52,23.412946
-361.951117,52,23.424972
-558.707798,52,23.437105
-266.872206,52,23.448977
-514.283449,52,23.461057
-408.319251,52,23.473839
-263.222915,52,23.486252
-381.644768,52,23.498152
-744.001795,52,23.51
-185.251366,52,23.522084
-434.578977,52,23.534177
-461.824923,52,23.546223
-397.707912,52,23.55832
-460.96752,52,23.571003
-828.391563,52,23.582982
-685.29951,52,23.595146
-743.786344,52,23.606964
-402.237421,52,23.619889
-208.471185,52,23.631839
-427.409482,52,23.64381
-376.867924,52,23.655571
-374.527757,52,23.668021
-455.655275,52,23.680185
-420.78557,52,23.692426
-470.470419,52,23.704362
-233.320306,52,23.717212
-411.52935,52,23.729368
-297.734832,52,23.741465
-493.085469,52,23.753433
-653.354991,52,23.765548
-264.221571,52,23.777777
-261.265974,52,23.789693
-223.773056,52,23.801516
-563.512291,52,23.814241
-240.406911,52,23.826339
-435.737166,52,23.838317
-236.30169,52,23.850192
-365.505136,52,23.86231
-470.018971,52,23.874457
-378.275758,52,23.88653
-239.766554,52,23.898434
-247.651452,52,23.911123
-223.425535,52,23.923315
-298.287132,52,23.935293
-267.055229,52,23.947545
-389.05883,52,23.959584
-182.046924,52,23.971876
-244.779766,52,23.984123
-578.240605,52,23.996081
-335.485859,52,24.009504
-389.757059,52,24.022756
-427.043285,52,24.034931
-280.078944,52,24.046846
-288.496834,52,24.059102
-297.816987,52,24.071555
-282.948169,52,24.083929
-314.87973,52,24.096087
-252.740078,52,24.108679
-942.041005,52,24.120886
-216.474778,52,24.133013
-439.300469,52,24.144977
-209.365359,52,24.157079
-597.692151,52,24.169824
-286.332487,52,24.181737
-361.133916,52,24.194067
-555.416821,52,24.207072
-557.548591,52,24.219299
-370.826423,52,24.23118
-520.38146,52,24.24316
-412.544519,52,24.256059
-677.992868,52,24.26816
-196.80461,52,24.28006
-456.47518,52,24.291929
-232.235876,52,24.304689
-187.900124,52,24.316612
-345.809217,52,24.328549
-310.775909,52,24.340398
-284.338934,52,24.352936
-222.735909,52,24.365054
-722.58089,52,24.376944
-218.412371,52,24.388817
-317.854999,52,24.401535
-360.71705,52,24.4136
-351.158471,52,24.425474
-354.225442,52,24.437404
-274.240843,52,24.449533
-381.501657,52,24.462096
-327.172934,52,24.474358
-551.32799,52,24.486319
-443.541835,52,24.498849
-477.729232,52,24.511112
-336.047258,52,24.523141
-248.00431,52,24.534902
-466.587722,52,24.547046
-392.221271,52,24.559283
-336.563306,52,24.571506
-407.213754,52,24.583403
-307.772577,52,24.59612
-358.24433,52,24.608426
-322.258496,52,24.620576
-196.012969,52,24.632309
-374.248973,52,24.644158
-703.53616,52,24.656439
-197.926787,52,24.668596
-324.314493,52,24.680503
-370.005726,52,24.693231
-631.357878,52,24.705673
-850.521881,52,24.717507
-190.927737,52,24.729299
-468.470773,52,24.741429
-331.655767,52,24.753741
-458.88085,52,24.765474
-412.455511,52,24.777745
-293.281151,52,24.790292
-234.739886,52,24.802564
-241.380145,52,24.814451
-265.220868,52,24.826376
-592.290173,52,24.839301
-175.758694,52,24.851259
-201.53873,52,24.862977
-269.900298,52,24.874934
-857.824551,52,24.88791
-222.219775,52,24.899841
-235.172258,52,24.911749
-215.709017,52,24.923651
-213.098937,52,24.936338
-492.73571,52,24.948176
-367.745448,52,24.960671
-403.8829,52,24.972485
-148.13218,52,24.985434
-555.260992,52,24.997647
-516.947049,52,25.009374
-438.34172,52,25.021292
-213.185671,52,25.033465
-318.328682,52,25.045789
-480.290952,52,25.058032
-253.184198,52,25.069673
-400.262318,52,25.082107
-281.853328,52,25.09416
-682.523616,52,25.106173
-248.394474,52,25.118108
-415.424141,52,25.130439
-280.81048,52,25.142766
-696.457039,52,25.155079
-229.17954,52,25.167115
-193.439825,52,25.179893
-454.622473,52,25.192182
-561.749151,52,25.20438
-593.943354,52,25.216353
-529.753564,52,25.228696
-478.679966,52,25.240883
-510.233764,52,25.253217
-504.963063,52,25.265171
-348.879006,52,25.27812
-427.271192,52,25.290577
-320.873333,52,25.302572
-295.294473,52,25.314488
-278.155241,52,25.326706
-278.388823,52,25.339098
-565.505201,52,25.35142
-765.590655,52,25.363455
-317.31125,52,25.37593
-357.455079,52,25.388233
-334.5356,52,25.400191
-440.662267,52,25.41194
-306.377444,52,25.42411
-398.278131,52,25.436566
-218.235587,52,25.448599
-393.099653,52,25.460934
-268.582895,52,25.473704
-307.742519,52,25.485941
-627.15948,52,25.497992
-332.263771,52,25.509785
-177.986213,52,25.522473
-312.126062,52,25.534773
-179.154931,52,25.546718
-176.225015,52,25.558681
-410.633491,52,25.57172
-197.184369,52,25.583712
-288.749275,52,25.595728
-461.558957,52,25.607665
-405.354985,52,25.620188
-246.980019,52,25.631986
-279.91417,52,25.644138
-390.291263,52,25.656018
-376.509002,52,25.669116
-536.583457,52,25.68117
-194.958738,52,25.693048
-457.744583,52,25.704896
-384.848175,52,25.717185
-435.468642,52,25.72942
-517.239645,52,25.741579
-325.097278,52,25.753491
-522.978954,52,25.766381
-399.089665,52,25.778531
-350.210172,52,25.790325
-540.894564,52,25.802084
-449.459701,52,25.814221
-564.308116,52,25.826661
-390.026715,52,25.838795
-224.323254,52,25.850714
-569.417853,52,25.863395
-272.232755,52,25.87536
-350.735648,52,25.887136
-471.902867,52,25.899099
-328.74371,52,25.911365
-582.867997,52,25.924015
-555.467909,52,25.936242
-576.427009,52,25.948349
-455.666882,52,25.961311
-300.05421,52,25.97364
-429.190294,52,25.985435
-497.957178,52,25.997231
-394.707932,52,26.009912
-495.538711,52,26.023546
-252.638402,52,26.03659
-326.389482,52,26.049235
-351.376563,52,26.06206
-260.740081,52,26.074277
-204.211075,52,26.086223
-243.740544,52,26.09814
-309.074012,52,26.110438
-326.097736,52,26.122661
-276.926486,52,26.134954
