rollout/ep_rew_mean,time/total_timesteps,train/learning_rate,train/loss,time/episodes,train/n_updates,rollout/exploration_rate,rollout/ep_len_mean,time/time_elapsed,time/fps
-476.88760408999997,55536,0.001,8.023975372314453,1068,13858,0.05,52.0,12,4338
-482.17308330999987,55744,0.001,4.824809551239014,1072,13910,0.05,52.0,12,4338
-492.96959742000007,55952,0.001,6.062558174133301,1076,13962,0.05,52.0,12,4338
-494.68863555999997,56160,0.001,5.1699442863464355,1080,14014,0.05,52.0,12,4338
-489.44583788999995,56368,0.001,11.914636611938477,1084,14066,0.05,52.0,12,4337
-493.64086391000006,56576,0.001,8.421854972839355,1088,14118,0.05,52.0,13,4337
-495.58162399,56784,0.001,7.45621395111084,1092,14170,0.05,52.0,13,4337
-497.96933085999996,56992,0.001,3.9592537879943848,1096,14222,0.05,52.0,13,4335
-496.31996373999993,57200,0.001,5.56630802154541,1100,14274,0.05,52.0,13,4324
-489.58927284000004,57408,0.001,9.605561256408691,1104,14326,0.05,52.0,13,4321
-486.16069706999997,57616,0.001,5.768038749694824,1108,14378,0.05,52.0,13,4318
-493.23303787,57824,0.001,7.154984951019287,1112,14430,0.05,52.0,13,4318
-497.73067180000004,58032,0.001,6.8468427658081055,1116,14482,0.05,52.0,13,4318
-492.65222816999994,58240,0.001,6.337095260620117,1120,14534,0.05,52.0,13,4318
-484.20046506000006,58448,0.001,9.473611831665039,1124,14586,0.05,52.0,13,4317
-474.30050205,58656,0.001,7.858332633972168,1128,14638,0.05,52.0,13,4317
-469.59135476999995,58864,0.001,4.206859588623047,1132,14690,0.05,52.0,13,4317
-474.90950852000003,59072,0.001,6.63255500793457,1136,14742,0.05,52.0,13,4317
-470.73014346,59280,0.001,5.744382858276367,1140,14794,0.05,52.0,13,4316
-481.93102078000004,59488,0.001,9.928101539611816,1144,14846,0.05,52.0,13,4316
-483.54932780999997,59696,0.001,9.067909240722656,1148,14898,0.05,52.0,13,4316
-485.97807716000005,59904,0.001,6.071779727935791,1152,14950,0.05,52.0,13,4316
-486.62019145000005,60112,0.001,2.74454665184021,1156,15002,0.05,52.0,13,4315
-479.66204813999997,60320,0.001,2.9362454414367676,1160,15054,0.05,52.0,13,4315
-485.05185104,60528,0.001,7.2723236083984375,1164,15106,0.05,52.0,14,4315
-479.67821425,60736,0.001,6.131283283233643,1168,15158,0.05,52.0,14,4315
-471.01704276,60944,0.001,4.722165584564209,1172,15210,0.05,52.0,14,4315
-455.63170391000006,61152,0.001,4.502751350402832,1176,15262,0.05,52.0,14,4315
-453.18706689,61360,0.001,8.969901084899902,1180,15314,0.05,52.0,14,4314
-438.85656159999996,61568,0.001,4.649580001831055,1184,15366,0.05,52.0,14,4314
-425.9460851,61776,0.001,7.064675331115723,1188,15418,0.05,52.0,14,4314
-427.94077237000005,61984,0.001,6.737138271331787,1192,15470,0.05,52.0,14,4314
-425.7705028600001,62192,0.001,7.028804302215576,1196,15522,0.05,52.0,14,4314
-410.5132659399999,62400,0.001,4.4463934898376465,1200,15574,0.05,52.0,14,4314
-404.8410114400001,62608,0.001,8.770381927490234,1204,15626,0.05,52.0,14,4314
-409.1182756,62816,0.001,5.709070682525635,1208,15678,0.05,52.0,14,4313
-399.89218045999996,63024,0.001,6.316337585449219,1212,15730,0.05,52.0,14,4313
-401.4777460900001,63232,0.001,6.00711727142334,1216,15782,0.05,52.0,14,4313
-414.50147666000004,63440,0.001,9.689866065979004,1220,15834,0.05,52.0,14,4313
-418.42993634000004,63648,0.001,5.1448187828063965,1224,15886,0.05,52.0,14,4313
-427.63769655000004,63856,0.001,9.082103729248047,1228,15938,0.05,52.0,14,4313
-427.22889204,64064,0.001,11.26643180847168,1232,15990,0.05,52.0,14,4313
-423.47769935,64272,0.001,3.551046848297119,1236,16042,0.05,52.0,14,4312
-414.48184663,64480,0.001,8.10711669921875,1240,16094,0.05,52.0,14,4312
-413.69016902000004,64688,0.001,10.503398895263672,1244,16146,0.05,52.0,14,4312
-413.62923703,64896,0.001,4.566120147705078,1248,16198,0.05,52.0,15,4312
-402.93758414999996,65104,0.001,13.765646934509277,1252,16250,0.05,52.0,15,4312
