#{"t_start": 1785149444.875367, "env_id": "None"}
r,l,t
-7226.208713,52,16.947039
-7914.915326,52,16.963901
-5433.867352,52,16.980163
-1183.137881,52,16.996646
-2575.232331,52,17.015166
-2543.015155,52,17.031645
-2791.063062,52,17.048624
-3053.963596,52,17.065079
-2416.228069,52,17.08121
-2202.657496,52,17.09831
-2886.0147,52,17.114474
-3658.921237,52,17.131635
-4607.340745,52,17.14786
-3448.477128,52,17.165179
-446.399582,52,17.182563
-3005.325863,52,17.198838
-219.693579,52,17.215998
-423.607768,52,17.232209
-254.793069,52,17.24874
-1200.609962,52,17.265825
-2469.234448,52,17.282112
-3346.22005,52,17.299236
-856.442048,52,17.315753
-659.993294,52,17.33294
-7634.97821,52,17.3501
-5898.034943,52,17.366277
-4229.476792,52,17.383279
-1512.924434,52,17.399461
-2037.794164,52,17.415742
-1937.779859,52,17.432886
-6010.741125,52,17.449293
-3695.055954,52,17.466385
-4123.438102,52,17.483358
-5324.48744,52,17.500317
-306.435068,52,17.51766
-1467.33244,52,17.53401
-569.643019,52,17.551099
-1507.882173,52,17.567368
-1005.787994,52,17.583621
-2016.214379,52,17.600563
-4286.855278,52,17.616831
-3062.734256,52,17.633687
-3648.24462,52,17.650962
-5368.4997,52,17.667429
-655.779071,52,17.684779
-4065.646394,52,17.701181
-1955.550659,52,17.718248
-2430.923791,52,17.734561
-1107.577041,52,17.750688
-996.662937,52,17.767764
-1327.757104,52,17.783986
-3767.266701,52,17.801193
-1445.111357,52,17.81931
-3761.028179,52,17.835844
-2743.207665,52,17.853109
-610.108817,52,17.869661
-407.689299,52,17.886764
-318.737056,52,17.903199
-5242.111664,52,17.919504
-1633.339931,52,17.936616
-1651.796522,52,17.952797
-2859.227469,52,17.970571
-939.398315,52,17.987342
-3272.207732,52,18.003617
-6835.066391,52,18.020772
-2687.028592,52,18.03701
-5110.303926,52,18.054106
-4878.550263,52,18.070329
-2014.298517,52,18.086614
-2367.920023,52,18.103792
-3261.695591,52,18.120204
-618.325391,52,18.13856
-586.318756,52,18.155095
-626.295932,52,18.171436
-527.792279,52,18.188365
-1276.9719,52,18.204674
-2905.228633,52,18.221661
-1076.666122,52,18.238161
-7400.510402,52,18.254321
-3273.479646,52,18.271342
-382.190342,52,18.288151
-1609.711875,52,18.306075
-4807.970523,52,18.322549
-1208.463683,52,18.339009
-1205.45708,52,18.356159
-955.20028,52,18.372585
-396.508232,52,18.389604
-2651.038913,52,18.405867
-3159.167471,52,18.422083
-2928.015887,52,18.43915
-1690.076793,52,18.456104
-2993.97759,52,18.473783
-4173.01778,52,18.49014
-2341.133844,52,18.506951
-1583.715795,52,18.524114
-5812.698902,52,18.540505
-1132.182914,52,18.557615
-5076.048577,52,18.573995
-2560.255059,52,18.590187
-4033.333004,52,18.60735
-3654.344273,52,18.625038
-2016.081415,52,18.642307
-4462.583056,52,18.658695
-1843.115597,52,18.675069
-1607.879203,52,18.692355
-1527.272739,52,18.708628
-927.406603,52,18.725615
-1469.446099,52,18.741841
-1989.463228,52,18.7582
-1297.957092,52,18.776065
-631.312377,52,18.792847
-2267.734482,52,18.809983
-1112.356894,52,18.826648
-917.919348,52,18.842877
-754.690896,52,18.86003
-3111.397513,52,18.876259
-605.783587,52,18.893441
-1893.555952,52,18.909664
-3049.706931,52,18.925897
-276.814593,52,18.943737
-3880.84579,52,18.960617
-812.882484,52,18.977815
-1581.547353,52,18.994329
-847.844901,52,19.010776
-1995.489704,52,19.027831
-1915.085168,52,19.044085
-2848.262377,52,19.061009
-932.487101,52,19.077364
-1042.404179,52,19.093877
-3220.570349,52,19.111891
-5442.564779,52,19.128282
-3462.040996,52,19.145588
-4489.300673,52,19.162029
-2966.244046,52,19.178283
-6174.97182,52,19.195158
-3986.059078,52,19.21133
-3077.248388,52,19.228264
-5423.60164,52,19.244446
-4640.704897,52,19.261458
-4167.048449,52,19.279166
-4889.878143,52,19.297748
-3450.692534,52,19.316171
-7532.297104,52,19.332799
-5213.850507,52,19.349214
-9502.647282,52,19.366182
-3871.27297,52,19.38229
-4063.519407,52,19.399363
-3811.83909,52,19.415826
-3362.265369,52,19.433459
-5841.848899,52,19.450893
-2049.320769,52,19.467397
-7145.81075,52,19.484504
-2423.526225,52,19.501111
-2658.243598,52,19.517619
-1451.047874,52,19.534633
-1128.454022,52,19.550878
-3387.799971,52,19.567829
-3229.35297,52,19.58479
-3409.226903,52,19.601636
-341.928017,52,19.618883
-916.014306,52,19.6353
-625.315304,52,19.652404
-1344.549485,52,19.668617
-3004.286555,52,19.685074
-1856.903068,52,19.702107
-4191.645203,52,19.718421
-3258.189242,52,19.735355
-1236.317727,52,19.752828
-1649.232486,52,19.769506
-1730.844741,52,19.786649
-2001.844885,52,19.803123
-3706.297258,52,19.820209
-4351.967861,52,19.83654
-5859.13945,52,19.852748
-3604.13807,52,19.869852
-8306.260505,52,19.886021
-2864.824332,52,19.903212
-2836.904144,52,19.921083
-2229.26105,52,19.937644
-1298.529949,52,19.954734
-5164.554361,52,19.970981
-5127.851737,52,19.988105
-7074.466741,52,20.004292
-7852.455277,52,20.02051
-4114.241177,52,20.037499
-3246.50237,52,20.053866
-1198.278665,52,20.071958
-4190.365194,52,20.088775
-2784.654698,52,20.105187
-757.412483,52,20.122203
-2870.513044,52,20.138458
-1866.994796,52,20.155528
-1664.952353,52,20.171804
-1068.439847,52,20.188068
-3001.147339,52,20.206734
-367.117323,52,20.225509
-2704.460264,52,20.246045
-1189.677228,52,20.264716
-2057.661275,52,20.282936
-2370.250299,52,20.301617
-1303.10755,52,20.31926
-2644.97489,52,20.336721
-1467.272489,52,20.353111
-4210.274365,52,20.369453
-1577.476484,52,20.386588
-906.509175,52,20.403942
-3033.235422,52,20.422116
-3933.288443,52,20.438543
-3679.816297,52,20.455104
-3141.904852,52,20.472331
-4424.445352,52,20.488798
-4928.165376,52,20.506088
-2057.012424,52,20.522312
-1770.613404,52,20.538599
-691.553446,52,20.555652
-727.795513,52,20.572834
-439.946449,52,20.590246
-1610.438808,52,20.606977
-2563.344308,52,20.623366
-2458.191317,52,20.640497
-3186.264282,52,20.65678
-1173.521231,52,20.673824
-1820.853493,52,20.690175
-2043.87829,52,20.706403
-846.139712,52,20.723485
-1324.273198,52,20.74205
-1074.598255,52,20.759418
-1757.717309,52,20.775784
-246.922926,52,20.792367
-1672.267609,52,20.809505
-2095.758363,52,20.825815
-690.516764,52,20.842849
-1454.02817,52,20.859113
-861.89031,52,20.875391
-1329.418304,52,20.893276
-652.582368,52,20.910071
-2532.968723,52,20.928262
-842.174186,52,20.94714
-810.800591,52,20.965681
-830.746946,52,20.985008
-2467.384302,52,21.003148
-519.17024,52,21.022943
-884.863788,52,21.041952
-1527.143204,52,21.061031
-949.23573,52,21.085482
-1056.992332,52,21.104475
-1586.100131,52,21.125577
-1033.729259,52,21.144778
-1549.87097,52,21.163023
-2639.849454,52,21.180239
-2733.997166,52,21.196771
-2797.20951,52,21.213888
-1074.6666,52,21.23015
-460.71753,52,21.246777
-967.693072,52,21.265
-751.127454,52,21.281257
-686.22762,52,21.298608
-994.080923,52,21.315145
-1251.840195,52,21.331459
-1064.39938,52,21.348359
-1205.062777,52,21.36454
-524.056824,52,21.381472
-1642.470812,52,21.397667
-1147.485042,52,21.415012
-2081.915658,52,21.432222
-2064.748389,52,21.448518
-1498.737793,52,21.465504
-3683.280761,52,21.481916
-2425.462015,52,21.498396
-1966.941249,52,21.51565
-345.544066,52,21.53182
-590.899965,52,21.548622
-383.19089,52,21.564955
-1472.562367,52,21.582142
-1490.44024,52,21.599313
-481.14093,52,21.615599
-542.125917,52,21.63275
-1186.218502,52,21.648914
-824.050838,52,21.665156
-334.417089,52,21.682124
-1099.484209,52,21.698247
-1021.183269,52,21.71535
-1536.424811,52,21.732351
-1843.856943,52,21.749042
-712.665634,52,21.766175
-527.460949,52,21.782321
-1804.895179,52,21.79938
-1283.921054,52,21.815885
-2219.068459,52,21.832098
-989.477113,52,21.849136
-1041.335994,52,21.86532
-911.416217,52,21.882204
-566.835681,52,21.899737
-849.77843,52,21.916029
-1567.223875,52,21.933046
-1078.056696,52,21.949336
-1582.616102,52,21.966262
-2268.123449,52,21.982501
-2010.955663,52,21.998664
-1211.470327,52,22.015558
-2014.737689,52,22.031757
-1318.023642,52,22.048743
-1450.312787,52,22.065975
-678.320797,52,22.082476
-1298.809142,52,22.099649
-2934.958502,52,22.115936
-1024.872813,52,22.132833
-648.35492,52,22.148988
-959.242402,52,22.165256
-1111.866326,52,22.182128
-1125.404893,52,22.198305
-1749.929966,52,22.216319
-827.356991,52,22.232598
-378.985203,52,22.248662
-746.033274,52,22.265637
-1172.153672,52,22.281929
-1736.950221,52,22.298996
-857.19177,52,22.315315
-1892.859815,52,22.331524
-751.648651,52,22.348495
-2990.271776,52,22.364891
-1619.193715,52,22.38271
-2692.901714,52,22.399258
-1634.541108,52,22.415512
-2050.716778,52,22.432607
-1117.792045,52,22.448829
-2576.865071,52,22.465835
-912.366963,52,22.481977
-1389.421223,52,22.498148
-1399.989395,52,22.515115
-668.949929,52,22.53195
-771.8381,52,22.549523
-925.624642,52,22.565988
-3430.584114,52,22.582279
-1387.916653,52,22.599278
-615.969034,52,22.615518
-1227.823609,52,22.632531
-1042.163048,52,22.648726
-777.485381,52,22.664923
-626.936978,52,22.681765
-358.16719,52,22.699292
-1119.142626,52,22.7164
-1933.282173,52,22.732696
-816.434309,52,22.74915
-1113.141679,52,22.766111
-954.528529,52,22.78249
-207.471237,52,22.799496
-1601.276209,52,22.815669
-411.155848,52,22.831789
-671.5374,52,22.848827
-1023.83129,52,22.866158
-741.716406,52,22.883248
-644.484147,52,22.899664
-808.358571,52,22.915936
-953.924593,52,22.932969
-553.975109,52,22.949248
-673.309664,52,22.966226
-815.279118,52,22.982413
-766.35745,52,22.998531
-1497.553033,52,23.016457
-582.744811,52,23.032945
-651.297099,52,23.050159
-1276.412467,52,23.06663
-598.294938,52,23.082906
-496.04175,52,23.099902
-1264.985366,52,23.116271
-558.709866,52,23.133199
-580.176658,52,23.149377
-871.066991,52,23.16559
-257.444161,52,23.183715
-279.368345,52,23.20001
-521.419467,52,23.217016
-696.994773,52,23.233406
-170.684,52,23.249625
-240.302115,52,23.266677
-457.68023,52,23.282898
-844.948739,52,23.299805
-614.149044,52,23.316054
-888.44065,52,23.332497
-1186.398148,52,23.350478
-527.563881,52,23.366881
-997.578272,52,23.383995
-316.424573,52,23.400301
-523.016785,52,23.416558
-283.22339,52,23.433638
-205.261866,52,23.449776
-745.480439,52,23.466692
-228.172911,52,23.482906
-578.878529,52,23.500414
-609.257767,52,23.517825
-781.92048,52,23.534188
-388.458973,52,23.551443
-340.123071,52,23.567812
-336.992268,52,23.583946
-482.049216,52,23.600978
-231.42331,52,23.61712
-315.330758,52,23.634031
-1298.062724,52,23.650517
-432.655195,52,23.667904
-311.584657,52,23.684982
-453.147831,52,23.701236
-910.74716,52,23.718242
-497.861458,52,23.734569
-361.752315,52,23.750771
-220.126245,52,23.767754
-515.79737,52,23.783952
-584.908642,52,23.800928
-414.256896,52,23.817939
-170.817642,52,23.834855
-307.332131,52,23.852044
-222.978854,52,23.868324
-242.526236,52,23.885245
-500.534516,52,23.901435
-476.011747,52,23.917718
-375.37306,52,23.934647
-306.874904,52,23.950912
-226.977395,52,23.967834
-272.487795,52,23.984893
-1015.053066,52,24.001209
-227.096167,52,24.018312
-211.273609,52,24.034393
-317.575631,52,24.051261
-1166.561222,52,24.067667
-369.610561,52,24.083848
-186.378123,52,24.100806
-1667.011129,52,24.116939
-1114.658127,52,24.134209
-834.93744,52,24.151705
-358.334,52,24.16833
-764.520338,52,24.185449
-605.740485,52,24.20184
-1389.248177,52,24.218851
-721.79166,52,24.235208
-1006.780646,52,24.251322
-379.696995,52,24.26828
-438.799427,52,24.284979
-1458.594775,52,24.305227
-560.715259,52,24.32322
-718.131845,52,24.339959
-600.679101,52,24.357153
-1386.119676,52,24.373391
-686.844605,52,24.390422
-444.734729,52,24.406691
-653.246615,52,24.42287
-456.967779,52,24.439881
-1171.359898,52,24.456323
-570.545107,52,24.473991
-270.927084,52,24.490389
-1118.251635,52,24.506796
-705.022545,52,24.524345
-1379.891054,52,24.540661
-819.549001,52,24.557698
-931.083121,52,24.574044
-1012.369026,52,24.590264
-865.357626,52,24.607239
-1157.201266,52,24.624037
-849.745732,52,24.641706
-969.14445,52,24.658262
-301.381995,52,24.674508
-527.862294,52,24.691437
-881.147021,52,24.707733
-575.625839,52,24.724654
-912.860181,52,24.740866
-1135.374548,52,24.75711
-728.771844,52,24.774271
-801.762007,52,24.79109
-212.169149,52,24.808396
-271.363729,52,24.824737
-542.939639,52,24.841099
-251.128933,52,24.858159
-248.106633,52,24.876681
-848.992741,52,24.893453
-517.318302,52,24.909618
-894.697792,52,24.925817
-230.283817,52,24.942937
-497.478853,52,24.960033
-219.610058,52,24.977294
-929.020728,52,24.993684
-557.782536,52,25.00989
-345.646946,52,25.026808
-352.526363,52,25.042944
-687.695542,52,25.059903
-347.719837,52,25.075896
-301.133596,52,25.092041
-284.552757,52,25.110784
-478.436479,52,25.127978
-219.718266,52,25.145273
-209.106492,52,25.161894
-290.927987,52,25.1784
-285.389395,52,25.197878
-471.699775,52,25.214437
-345.318798,52,25.231493
-288.852758,52,25.247765
-526.410014,52,25.263999
-397.331658,52,25.282185
-352.580122,52,25.298492
-587.520169,52,25.315655
-227.258871,52,25.332027
-556.471826,52,25.348426
-261.194288,52,25.365449
-182.475101,52,25.381749
-189.104441,52,25.398637
-250.790166,52,25.414849
-1345.582501,52,25.431334
-337.073297,52,25.449177
-345.670432,52,25.465702
-422.903029,52,25.482755
-494.447048,52,25.498925
-555.753839,52,25.515252
-214.707909,52,25.532701
-237.600501,52,25.548893
-650.376044,52,25.565806
-252.375038,52,25.582012
-520.177371,52,25.599277
-291.711687,52,25.616512
-227.589102,52,25.632831
-439.970732,52,25.649845
-655.362207,52,25.666186
-238.691895,52,25.682408
-221.448374,52,25.699468
-265.153696,52,25.715764
-309.437888,52,25.732723
-217.403429,52,25.749058
-503.230476,52,25.766083
-400.576762,52,25.783337
-220.60204,52,25.799596
-252.52861,52,25.816798
-276.129185,52,25.833015
-331.283114,52,25.849246
-423.614465,52,25.866231
-353.251114,52,25.882397
-194.202448,52,25.899317
-189.403667,52,25.916334
-265.950262,52,25.93307
-400.602881,52,25.9502
-654.826945,52,25.966474
-439.356186,52,25.983459
-435.585013,52,25.999574
-448.392294,52,26.015826
-270.618104,52,26.032787
-281.117553,52,26.048949
-439.875909,52,26.065745
-249.986807,52,26.083143
-411.802621,52,26.099716
-836.997415,52,26.116998
-216.783678,52,26.133329
-250.446068,52,26.150261
-281.061025,52,26.166482
-216.178356,52,26.182603
-210.273179,52,26.1995
-438.052336,52,26.215757
-196.004603,52,26.232924
-392.508824,52,26.249985
-188.075056,52,26.266379
-342.38801,52,26.283367
-248.06832,52,26.299746
-690.501941,52,26.31686
-378.647869,52,26.333217
-610.8718,52,26.349337
-199.118286,52,26.3663
-231.911781,52,26.382484
-307.643399,52,26.40011
-596.394963,52,26.416902
-555.220452,52,26.433376
-533.10172,52,26.450473
-207.068848,52,26.466714
-1141.520921,52,26.483732
-675.443432,52,26.499965
-407.978852,52,26.516116
-643.101107,52,26.533267
-417.369816,52,26.549558
-686.513574,52,26.567718
-837.54684,52,26.584234
-555.727202,52,26.600563
-735.167679,52,26.617802
-197.087723,52,26.63408
-234.015332,52,26.651019
-191.658033,52,26.667175
-237.043892,52,26.683346
-446.239398,52,26.700283
-397.055119,52,26.71723
-483.03306,52,26.734847
-423.362034,52,26.751347
-522.864378,52,26.767619
-257.251412,52,26.784479
-679.530585,52,26.800808
-361.88502,52,26.817785
-347.683804,52,26.833987
-195.320103,52,26.850269
-465.243907,52,26.867166
-211.502225,52,26.884229
-211.316981,52,26.901151
-322.001177,52,26.917623
-259.136404,52,26.933839
-244.642768,52,26.950784
-261.546003,52,26.966976
-322.364184,52,26.983838
-212.682644,52,27.000017
-408.653184,52,27.016232
-635.269858,52,27.03334
-266.069798,52,27.050453
-685.376805,52,27.067555
-313.049577,52,27.083757
-234.937418,52,27.099928
-264.983001,52,27.11693
-382.614562,52,27.133164
-234.020401,52,27.150133
-261.60998,52,27.166299
-502.950624,52,27.182335
-381.965532,52,27.200043
-175.758531,52,27.216674
-356.384621,52,27.233802
-437.770959,52,27.250238
-197.706494,52,27.266566
-203.513472,52,27.283549
-401.220052,52,27.299739
-191.528302,52,27.316635
-254.41453,52,27.332831
-420.218766,52,27.348966
-383.38767,52,27.366958
-324.374164,52,27.38332
-403.528638,52,27.400485
-234.657912,52,27.416789
-785.154586,52,27.4329
-193.508321,52,27.449956
-351.087278,52,27.466072
-192.339328,52,27.48298
-339.123214,52,27.499017
-195.080166,52,27.515315
-197.312347,52,27.533808
-282.178326,52,27.55009
-433.844493,52,27.567123
-453.816394,52,27.583121
-194.851559,52,27.599131
-515.283421,52,27.616133
-269.72352,52,27.632257
-506.632355,52,27.649025
-373.178369,52,27.665142
-210.694807,52,27.681855
-180.24852,52,27.699853
-198.501163,52,27.716114
-490.818115,52,27.733275
-249.369954,52,27.74934
-457.525843,52,27.765462
-188.762101,52,27.782518
-212.797764,52,27.798606
-497.167224,52,27.815592
-443.995087,52,27.83192
-243.73735,52,27.849433
-870.910218,52,27.867901
-452.467483,52,27.886926
-197.096794,52,27.90545
-1191.837658,52,27.923085
-353.759089,52,27.940734
-185.249068,52,27.959117
-165.980095,52,27.976697
-267.915604,52,27.995094
-507.248475,52,28.013953
-744.470267,52,28.032118
-242.689221,52,28.050293
-454.812226,52,28.068945
-289.177901,52,28.087634
-552.336023,52,28.105531
-825.197829,52,28.123041
-1251.606615,52,28.141571
-264.396355,52,28.159175
-503.247596,52,28.177635
-188.574996,52,28.197091
-304.511275,52,28.214598
-214.430941,52,28.234837
-149.681402,52,28.254888
-182.226112,52,28.273584
-172.805525,52,28.291327
-795.29379,52,28.309012
-480.546283,52,28.327578
-450.889703,52,28.345458
-569.60415,52,28.364325
-355.356876,52,28.383459
-303.072441,52,28.401252
-651.043738,52,28.419981
-269.584189,52,28.438395
-260.999143,52,28.459535
-715.427739,52,28.482708
-154.986595,52,28.512263
-440.170853,52,28.534551
-266.280137,52,28.554441
-206.139286,52,28.57673
-278.167428,52,28.598024
-164.313083,52,28.616633
-188.317108,52,28.634961
-354.479085,52,28.652511
-742.491178,52,28.6715
-234.266345,52,28.689397
-347.383304,52,28.707266
-443.47833,52,28.731832
-270.153021,52,28.750075
-848.08537,52,28.770498
-368.724758,52,28.788815
-204.183779,52,28.806424
-439.43111,52,28.832477
-253.986892,52,28.851009
-218.288379,52,28.869346
-220.457452,52,28.886377
-191.223842,52,28.903503
-185.782668,52,28.921643
-339.726176,52,28.941427
-230.849413,52,28.970151
-338.250648,52,28.987615
-627.306437,52,29.005072
-314.43802,52,29.023046
-207.991227,52,29.040627
-208.10655,52,29.059432
-354.423828,52,29.076367
-189.520597,52,29.104
-224.23291,52,29.122167
-179.562926,52,29.14148
-160.77658,52,29.160658
-1210.686665,52,29.178152
-249.453885,52,29.19616
-277.125914,52,29.226014
-179.42347,52,29.243457
-497.671187,52,29.261802
-364.968916,52,29.279671
-196.390937,52,29.300457
-232.759685,52,29.321559
-259.130498,52,29.340684
-442.137662,52,29.359354
-173.537229,52,29.3908
-576.281692,52,29.408774
-187.227565,52,29.428181
-296.989938,52,29.44757
-241.554148,52,29.466631
-380.572249,52,29.485195
-181.697,52,29.503064
-191.783083,52,29.524347
-550.099641,52,29.542976
-504.334615,52,29.561664
-498.45403,52,29.583775
-364.582023,52,29.602471
-179.987656,52,29.621191
-395.63452,52,29.642882
-605.246063,52,29.666573
-189.328708,52,29.683596
-249.622541,52,29.700072
-196.031285,52,29.718756
-375.148386,52,29.735309
-217.071635,52,29.752877
-460.515894,52,29.769228
-608.471476,52,29.785441
-272.618404,52,29.802371
-141.229356,52,29.818704
-1381.43567,52,29.836547
-276.219583,52,29.853164
-549.773976,52,29.871752
-353.431868,52,29.892626
-1077.944908,52,29.910312
-273.61747,52,29.928206
-312.345261,52,29.945302
-289.299657,52,29.963012
-681.323898,52,29.980172
-280.068446,52,29.996419
-534.316527,52,30.013495
-212.661208,52,30.029909
-439.705139,52,30.047379
-200.675145,52,30.064446
-288.310947,52,30.081071
-191.1584,52,30.097943
-181.513211,52,30.114053
-637.125409,52,30.13047
-282.73095,52,30.147549
-214.490655,52,30.163705
-282.783481,52,30.180483
-661.952021,52,30.196826
-344.150902,52,30.214125
-243.384115,52,30.231354
-214.666673,52,30.247597
-576.478791,52,30.264842
-196.617801,52,30.280892
-214.435089,52,30.296974
-1016.920505,52,30.31395
-310.80466,52,30.330267
-392.729485,52,30.347159
-208.183572,52,30.364187
-295.706971,52,30.380825
-162.620616,52,30.398182
-231.014045,52,30.414432
-234.347225,52,30.431233
-569.8894,52,30.447473
-839.047505,52,30.463635
-204.296769,52,30.480492
-234.972174,52,30.496558
-591.031975,52,30.513393
-550.285548,52,30.530827
-407.710287,52,30.547359
-264.965979,52,30.56431
-539.124803,52,30.580595
-270.964612,52,30.597521
-163.295504,52,30.613738
-181.288962,52,30.629898
-556.890436,52,30.646786
-512.611713,52,30.663014
-465.523037,52,30.679945
-545.307874,52,30.697028
-291.809518,52,30.713284
-161.007596,52,30.730041
-910.099314,52,30.746207
-339.760745,52,30.763116
-432.572603,52,30.779247
-304.657533,52,30.795523
-1198.482221,52,30.81238
-696.202044,52,30.82843
-189.901643,52,30.84701
-242.703734,52,30.863481
-360.121886,52,30.879547
-1051.849787,52,30.896459
-586.417746,52,30.912521
-595.600856,52,30.929343
-189.844171,52,30.945466
-223.606783,52,30.961665
-315.700387,52,30.978434
-155.194676,52,30.995031
-167.136121,52,31.014812
-222.197445,52,31.032771
-629.517237,52,31.051366
-324.802868,52,31.069867
-246.316463,52,31.087656
-178.108654,52,31.105896
-173.798477,52,31.124358
-156.575606,52,31.155039
-319.982457,52,31.199367
-523.410719,52,31.249066
-288.317432,52,31.289109
-839.112337,52,31.31134
-663.431294,52,31.330998
-268.862326,52,31.351942
-281.241909,52,31.373354
-604.445847,52,31.394602
-348.464479,52,31.411582
-196.082975,52,31.427849
-510.204792,52,31.445529
-455.468898,52,31.463554
-361.69471,52,31.480981
-384.380088,52,31.497664
-223.014556,52,31.514118
-314.917718,52,31.531039
-193.654092,52,31.548358
-179.344292,52,31.565469
-276.534115,52,31.581704
-164.18028,52,31.597886
-277.192384,52,31.614898
-341.907788,52,31.63216
-205.367157,52,31.649432
-480.73225,52,31.665828
-508.340536,52,31.682197
-294.546336,52,31.699175
-194.564046,52,31.715317
-293.258,52,31.732266
-179.048317,52,31.748431
-356.300601,52,31.764613
-420.542098,52,31.782708
-167.52238,52,31.799114
-190.139971,52,31.816286
-197.037165,52,31.832622
-326.857177,52,31.848905
-452.395159,52,31.866023
-354.75887,52,31.882166
-236.413402,52,31.89913
-297.330445,52,31.915339
-187.656806,52,31.931494
-381.936874,52,31.94988
-488.531053,52,31.966375
-330.52748,52,31.98335
-250.189277,52,31.99952
-603.204746,52,32.015795
-529.923026,52,32.032869
-148.407234,52,32.049009
-186.697756,52,32.065962
-231.182441,52,32.082105
-258.084773,52,32.098386
-226.932524,52,32.116318
-244.35962,52,32.132857
-705.051996,52,32.149954
-282.404247,52,32.16627
-355.727183,52,32.182447
-209.451589,52,32.199507
-182.753855,52,32.21562
-720.135554,52,32.232522
-382.877808,52,32.248612
-466.241857,52,32.26583
-599.945035,52,32.282961
-358.316907,52,32.299297
-673.278362,52,32.316355
-358.358645,52,32.332461
-470.497364,52,32.348793
-316.253285,52,32.365732
-589.331096,52,32.38194
-152.303136,52,32.398821
-184.084278,52,32.415139
-203.929043,52,32.432211
-406.27262,52,32.449322
-297.049944,52,32.465668
-461.406986,52,32.482601
-193.826168,52,32.49882
-235.641464,52,32.515021
-193.981614,52,32.53185
-214.368039,52,32.548037
-144.577102,52,32.565098
-337.31812,52,32.581898
-157.948575,52,32.598593
-916.283019,52,32.615657
-234.485151,52,32.631839
-164.560576,52,32.648806
-233.31466,52,32.665029
-177.627319,52,32.681191
-169.80854,52,32.698101
-161.071518,52,32.714163
-435.106018,52,32.730948
